symbol,quarter_end_date,submission_date,window_label,promoter_pct,fii_pct,dii_pct,public_pct,source
NIACL,30-SEP-2022,18-OCT-2022,Q2FY23,85.44,0.6,11.9,14.56,nse_xbrl
NIBL,30-SEP-2022,19-OCT-2022,Q2FY23,73.9,0.0,0.01,26.1,nse_xbrl
NIITLTD,30-SEP-2022,20-OCT-2022,Q2FY23,34.88,21.2,11.89,65.12,nse_xbrl
NILAINFRA,30-SEP-2022,20-OCT-2022,Q2FY23,61.9,3.74,0.0,38.1,nse_xbrl
NILASPACES,30-SEP-2022,20-OCT-2022,Q2FY23,61.9,3.71,0.0,38.1,nse_xbrl
NILKAMAL,30-SEP-2022,21-OCT-2022,Q2FY23,64.54,1.87,19.8,35.46,nse_xbrl
NIPPOBATRY,30-SEP-2022,17-OCT-2022,Q2FY23,65.35,0.0,0.0,34.65,nse_xbrl
NIRAJISPAT,30-SEP-2022,21-OCT-2022,Q2FY23,74.58,0.0,0.0,25.42,nse_xbrl
NITCO,30-SEP-2022,21-OCT-2022,Q2FY23,53.02,0.0,23.88,46.98,nse_xbrl
NITINSPIN,30-SEP-2022,14-OCT-2022,Q2FY23,56.36,3.8,5.57,43.64,nse_xbrl
NITIRAJ,30-SEP-2022,21-OCT-2022,Q2FY23,69.07,0.0,0.0,30.93,nse_xbrl
NKIND,30-SEP-2022,20-OCT-2022,Q2FY23,72.77,0.0,0.02,27.23,nse_xbrl
NLCINDIA,30-SEP-2022,18-OCT-2022,Q2FY23,79.2,1.16,5.33,20.8,nse_xbrl
NMDC,30-SEP-2022,19-OCT-2022,Q2FY23,60.79,5.95,20.99,39.21,nse_xbrl
NOCIL,30-SEP-2022,20-OCT-2022,Q2FY23,33.84,4.46,5.12,66.16,nse_xbrl
NORBTEAEXP,30-SEP-2022,15-OCT-2022,Q2FY23,51.44,0.0,0.12,48.56,nse_xbrl
NPST,30-SEP-2022,18-OCT-2022,Q2FY23,67.55,0.0,9.66,32.45,nse_xbrl
NRAIL,30-SEP-2022,17-OCT-2022,Q2FY23,73.55,0.45,0.01,26.45,nse_xbrl
NRBBEARING,30-SEP-2022,21-OCT-2022,Q2FY23,49.86,21.52,11.87,50.14,nse_xbrl
NSIL,30-SEP-2022,20-OCT-2022,Q2FY23,55.61,4.97,0.6,44.39,nse_xbrl
NTPC,30-SEP-2022,18-OCT-2022,Q2FY23,51.1,14.97,31.32,48.9,nse_xbrl
NUCLEUS,30-SEP-2022,17-OCT-2022,Q2FY23,73.28,2.61,0.17,26.72,nse_xbrl
NURECA,30-SEP-2022,19-OCT-2022,Q2FY23,70.0,1.67,0.58,30.0,nse_xbrl
NUVOCO,30-SEP-2022,17-OCT-2022,Q2FY23,71.79,2.99,19.67,28.21,nse_xbrl
NYKAA,30-SEP-2022,19-OCT-2022,Q2FY23,52.38,6.57,3.01,47.62,nse_xbrl
OAL,30-SEP-2022,20-OCT-2022,Q2FY23,74.17,0.14,0.76,25.83,nse_xbrl
OBCL,30-SEP-2022,19-OCT-2022,Q2FY23,68.56,0.0,0.0,31.44,nse_xbrl
OBEROIRLTY,30-SEP-2022,18-OCT-2022,Q2FY23,67.7,18.02,11.79,32.3,nse_xbrl
OFSS,30-SEP-2022,18-OCT-2022,Q2FY23,73.0,7.22,9.36,27.0,nse_xbrl
OIL,30-SEP-2022,20-OCT-2022,Q2FY23,56.66,11.78,15.37,43.34,nse_xbrl
OLECTRA,30-SEP-2022,18-OCT-2022,Q2FY23,50.02,10.41,0.04,49.98,nse_xbrl
OMAXE,30-SEP-2022,20-OCT-2022,Q2FY23,74.14,9.73,2.77,25.86,nse_xbrl
OMINFRAL,30-SEP-2022,21-OCT-2022,Q2FY23,71.68,0.02,0.0,28.32,nse_xbrl
ONEPOINT,30-SEP-2022,21-OCT-2022,Q2FY23,70.13,4.17,0.0,29.87,nse_xbrl
ONGC,30-SEP-2022,20-OCT-2022,Q2FY23,58.89,8.96,18.53,41.11,nse_xbrl
ONMOBILE,30-SEP-2022,17-OCT-2022,Q2FY23,48.09,0.82,0.0,51.91,nse_xbrl
ONWARDTEC,30-SEP-2022,21-OCT-2022,Q2FY23,45.52,24.38,0.23,54.48,nse_xbrl
OPTIEMUS,30-SEP-2022,20-OCT-2022,Q2FY23,74.93,0.0,0.0,25.07,nse_xbrl
ORCHPHARMA,30-SEP-2022,21-OCT-2022,Q2FY23,89.96,1.37,2.98,10.04,nse_xbrl
ORICONENT,30-SEP-2022,19-OCT-2022,Q2FY23,66.52,0.01,1.59,33.48,nse_xbrl
ORIENTBELL,30-SEP-2022,20-OCT-2022,Q2FY23,64.39,,,35.61,nse_xbrl
ORIENTCEM,30-SEP-2022,21-OCT-2022,Q2FY23,37.9,6.43,11.3,62.1,nse_xbrl
ORIENTCER,30-SEP-2022,21-OCT-2022,Q2FY23,63.58,13.26,0.0,36.42,nse_xbrl
ORIENTELEC,30-SEP-2022,21-OCT-2022,Q2FY23,38.42,6.12,27.02,61.58,nse_xbrl
ORIENTHOT,30-SEP-2022,20-OCT-2022,Q2FY23,67.56,0.65,0.56,32.44,nse_xbrl
ORIENTLTD,30-SEP-2022,20-OCT-2022,Q2FY23,73.05,0.0,0.01,26.95,nse_xbrl
ORIENTPPR,30-SEP-2022,17-OCT-2022,Q2FY23,38.74,1.03,7.47,61.26,nse_xbrl
ORISSAMINE,30-SEP-2022,19-OCT-2022,Q2FY23,50.01,0.0,20.31,100.0,nse_xbrl
OSWALGREEN,30-SEP-2022,21-OCT-2022,Q2FY23,64.34,5.04,0.02,35.66,nse_xbrl
OSWALSEEDS,30-SEP-2022,20-OCT-2022,Q2FY23,69.98,0.13,0.0,30.02,nse_xbrl
PAGEIND,30-SEP-2022,14-OCT-2022,Q2FY23,46.12,25.29,19.5,53.88,nse_xbrl
PALASHSECU,30-SEP-2022,21-OCT-2022,Q2FY23,71.85,0.0,0.78,28.15,nse_xbrl
PANACEABIO,30-SEP-2022,21-OCT-2022,Q2FY23,73.59,0.14,0.29,26.41,nse_xbrl
PANACHE,30-SEP-2022,20-OCT-2022,Q2FY23,65.49,0.0,0.0,34.51,nse_xbrl
PANAMAPET,30-SEP-2022,19-OCT-2022,Q2FY23,70.36,2.74,0.0,29.64,nse_xbrl
PANSARI,30-SEP-2022,19-OCT-2022,Q2FY23,73.88,0.0,0.0,26.12,nse_xbrl
PAR,30-SEP-2022,14-OCT-2022,Q2FY23,74.21,0.0,0.0,25.79,nse_xbrl
PARACABLES,30-SEP-2022,21-OCT-2022,Q2FY23,62.12,0.06,0.0,37.88,nse_xbrl
PARADEEP,30-SEP-2022,21-OCT-2022,Q2FY23,56.1,4.39,21.41,43.9,nse_xbrl
PARAS,30-SEP-2022,17-OCT-2022,Q2FY23,58.94,0.81,2.33,41.06,nse_xbrl
PARASPETRO,30-SEP-2022,18-OCT-2022,Q2FY23,39.3,0.0,0.01,60.7,nse_xbrl
PASHUPATI,30-SEP-2022,20-OCT-2022,Q2FY23,72.87,0.43,0.0,27.13,nse_xbrl
PATANJALI,30-SEP-2022,18-OCT-2022,Q2FY23,80.82,2.24,3.79,19.18,nse_xbrl
PAYTM,30-SEP-2022,21-OCT-2022,Q2FY23,0.0,77.25,1.34,100.0,nse_xbrl
PCBL,30-SEP-2022,20-OCT-2022,Q2FY23,51.41,10.89,5.23,48.59,nse_xbrl
PCJEWELLER,30-SEP-2022,20-OCT-2022,Q2FY23,54.53,1.41,1.52,45.47,nse_xbrl
PDMJEPAPER,30-SEP-2022,20-OCT-2022,Q2FY23,71.05,0.46,0.0,28.95,nse_xbrl
PDSL,30-SEP-2022,19-OCT-2022,Q2FY23,66.52,3.69,0.59,33.46,nse_xbrl
PERSISTENT,30-SEP-2022,20-OCT-2022,Q2FY23,31.26,19.81,25.93,66.18,nse_xbrl
PETRONET,30-SEP-2022,21-OCT-2022,Q2FY23,50.0,34.83,4.05,50.0,nse_xbrl
PFC,30-SEP-2022,21-OCT-2022,Q2FY23,55.99,16.82,17.27,44.01,nse_xbrl
PFIZER,30-SEP-2022,21-OCT-2022,Q2FY23,63.92,2.55,14.88,36.08,nse_xbrl
PFS,30-SEP-2022,20-OCT-2022,Q2FY23,64.99,0.94,3.81,35.01,nse_xbrl
PGEL,30-SEP-2022,21-OCT-2022,Q2FY23,65.24,2.68,1.56,34.51,nse_xbrl
PGHH,30-SEP-2022,20-OCT-2022,Q2FY23,70.64,1.68,14.57,29.36,nse_xbrl
PGHL,30-SEP-2022,21-OCT-2022,Q2FY23,51.85,6.06,12.62,48.15,nse_xbrl
PGIL,30-SEP-2022,19-OCT-2022,Q2FY23,66.58,5.33,1.29,33.42,nse_xbrl
PHOENIXLTD,30-SEP-2022,20-OCT-2022,Q2FY23,47.31,30.6,17.62,52.69,nse_xbrl
PIDILITIND,30-SEP-2022,20-OCT-2022,Q2FY23,69.94,11.34,7.75,30.06,nse_xbrl
PIIND,30-SEP-2022,20-OCT-2022,Q2FY23,46.09,16.72,26.16,53.88,nse_xbrl
PILANIINVS,30-SEP-2022,18-OCT-2022,Q2FY23,57.55,0.54,0.25,42.45,nse_xbrl
PIONEEREMB,30-SEP-2022,19-OCT-2022,Q2FY23,32.86,0.0,9.41,67.14,nse_xbrl
PITTIENG,30-SEP-2022,20-OCT-2022,Q2FY23,59.28,0.05,2.9,40.72,nse_xbrl
PIXTRANS,30-SEP-2022,18-OCT-2022,Q2FY23,61.8,0.05,0.42,38.2,nse_xbrl
PKTEA,30-SEP-2022,18-OCT-2022,Q2FY23,58.54,0.0,7.22,41.46,nse_xbrl
PLASTIBLEN,30-SEP-2022,08-OCT-2022,Q2FY23,63.82,1.32,0.22,36.18,nse_xbrl
PNB,30-SEP-2022,18-OCT-2022,Q2FY23,73.15,1.22,12.29,26.85,nse_xbrl
PNBGILTS,30-SEP-2022,17-OCT-2022,Q2FY23,74.07,0.31,0.0,25.93,nse_xbrl
PNBHOUSING,30-SEP-2022,14-OCT-2022,Q2FY23,32.57,23.24,3.29,67.43,nse_xbrl
PNC,30-SEP-2022,17-OCT-2022,Q2FY23,54.84,0.0,0.93,45.16,nse_xbrl
PNCINFRA,30-SEP-2022,19-OCT-2022,Q2FY23,56.07,9.77,29.09,43.93,nse_xbrl
PODDARMENT,30-SEP-2022,14-OCT-2022,Q2FY23,62.43,1.02,0.24,37.57,nse_xbrl
POKARNA,30-SEP-2022,17-OCT-2022,Q2FY23,56.66,2.82,9.89,43.34,nse_xbrl
POLICYBZR,30-SEP-2022,20-OCT-2022,Q2FY23,0.0,17.91,10.03,98.93,nse_xbrl
POLYCAB,30-SEP-2022,21-OCT-2022,Q2FY23,67.97,6.44,10.36,32.03,nse_xbrl
POLYMED,30-SEP-2022,19-OCT-2022,Q2FY23,53.33,16.27,3.38,46.67,nse_xbrl
POLYPLEX,30-SEP-2022,20-OCT-2022,Q2FY23,50.97,14.81,3.02,49.03,nse_xbrl
PONNIERODE,30-SEP-2022,19-OCT-2022,Q2FY23,42.36,23.21,0.05,57.64,nse_xbrl
POONAWALLA,30-SEP-2022,19-OCT-2022,Q2FY23,61.48,7.48,5.15,38.52,nse_xbrl
POWERGRID,30-SEP-2022,14-OCT-2022,Q2FY23,51.34,31.69,13.81,48.66,nse_xbrl
POWERINDIA,30-SEP-2022,14-OCT-2022,Q2FY23,75.0,4.95,7.15,25.0,nse_xbrl
POWERMECH,30-SEP-2022,19-OCT-2022,Q2FY23,63.69,4.94,9.42,36.31,nse_xbrl
PPAP,30-SEP-2022,19-OCT-2022,Q2FY23,64.87,5.78,0.0,35.13,nse_xbrl
PRAENG,30-SEP-2022,21-OCT-2022,Q2FY23,32.87,0.0,0.0,67.13,nse_xbrl
PRAJIND,30-SEP-2022,21-OCT-2022,Q2FY23,32.82,16.98,10.33,67.18,nse_xbrl
PRAKASH,30-SEP-2022,21-OCT-2022,Q2FY23,43.29,1.83,0.04,56.71,nse_xbrl
PRAKASHSTL,30-SEP-2022,17-OCT-2022,Q2FY23,33.1,0.0,0.0,66.9,nse_xbrl
PRECAM,30-SEP-2022,19-OCT-2022,Q2FY23,65.37,0.22,0.0,34.63,nse_xbrl
PRECOT,30-SEP-2022,18-OCT-2022,Q2FY23,61.51,0.0,0.0,38.5,nse_xbrl
PRECWIRE,30-SEP-2022,19-OCT-2022,Q2FY23,59.67,0.7,0.04,40.33,nse_xbrl
PREMEXPLN,30-SEP-2022,21-OCT-2022,Q2FY23,41.33,0.28,3.35,58.67,nse_xbrl
PRESTIGE,30-SEP-2022,21-OCT-2022,Q2FY23,65.48,23.17,8.1,34.52,nse_xbrl
PRICOLLTD,30-SEP-2022,28-OCT-2022,Q2FY23,36.53,12.36,2.98,63.47,nse_xbrl
PRIMESECU,30-SEP-2022,21-OCT-2022,Q2FY23,0.0,4.86,0.2,100.0,nse_xbrl
PRINCEPIPE,30-SEP-2022,17-OCT-2022,Q2FY23,62.94,3.98,14.58,37.06,nse_xbrl
PRIVISCL,30-SEP-2022,15-OCT-2022,Q2FY23,74.05,0.46,3.61,25.95,nse_xbrl
PROZONER,30-SEP-2022,19-OCT-2022,Q2FY23,27.38,34.4,0.0,72.62,nse_xbrl
PRSMJOHNSN,30-SEP-2022,13-OCT-2022,Q2FY23,74.87,3.42,4.34,25.13,nse_xbrl
PRUDENT,30-SEP-2022,14-OCT-2022,Q2FY23,58.44,0.75,11.54,41.56,nse_xbrl
PSB,30-SEP-2022,15-OCT-2022,Q2FY23,98.25,0.01,0.66,1.75,nse_xbrl
PSPPROJECT,30-SEP-2022,21-OCT-2022,Q2FY23,70.45,1.97,4.45,29.55,nse_xbrl
PTC,30-SEP-2022,18-OCT-2022,Q2FY23,16.22,31.67,9.04,83.78,nse_xbrl
PTL,30-SEP-2022,20-OCT-2022,Q2FY23,69.82,0.06,0.91,30.18,nse_xbrl
PUNJABCHEM,30-SEP-2022,20-OCT-2022,Q2FY23,39.22,3.05,0.8,60.78,nse_xbrl
PURVA,30-SEP-2022,21-OCT-2022,Q2FY23,75.0,16.34,1.58,25.0,nse_xbrl
PVP,30-SEP-2022,21-OCT-2022,Q2FY23,57.53,0.0,0.18,42.47,nse_xbrl
PVRINOX,30-SEP-2022,21-OCT-2022,Q2FY23,16.97,36.41,27.06,83.03,nse_xbrl
QUESS,30-SEP-2022,21-OCT-2022,Q2FY23,51.81,21.93,9.36,48.19,nse_xbrl
RADAAN,30-SEP-2022,20-OCT-2022,Q2FY23,51.42,0.28,0.0,48.58,nse_xbrl
RADHIKAJWE,30-SEP-2022,27-OCT-2022,Q2FY23,63.65,0.01,1.42,36.35,nse_xbrl
RADICO,30-SEP-2022,17-OCT-2022,Q2FY23,40.27,18.86,22.85,59.73,nse_xbrl
RADIOCITY,30-SEP-2022,19-OCT-2022,Q2FY23,74.05,0.14,5.49,25.95,nse_xbrl
RAILTEL,30-SEP-2022,20-OCT-2022,Q2FY23,72.84,0.38,4.78,27.16,nse_xbrl
RAIN,30-SEP-2022,10-OCT-2022,Q2FY23,41.14,17.19,2.27,58.86,nse_xbrl
RAINBOW,30-SEP-2022,18-OCT-2022,Q2FY23,49.83,15.88,10.26,50.17,nse_xbrl
RAJRATAN,30-SEP-2022,20-OCT-2022,Q2FY23,65.0,0.18,8.01,35.0,nse_xbrl
RAJSREESUG,30-SEP-2022,20-OCT-2022,Q2FY23,40.66,0.0,15.01,59.34,nse_xbrl
RAJTV,30-SEP-2022,21-OCT-2022,Q2FY23,71.42,0.0,0.0,28.58,nse_xbrl
RALLIS,30-SEP-2022,20-OCT-2022,Q2FY23,50.09,6.02,15.27,49.91,nse_xbrl
RAMANEWS,30-SEP-2022,20-OCT-2022,Q2FY23,74.76,0.05,1.57,25.24,nse_xbrl
RAMAPHO,30-SEP-2022,20-OCT-2022,Q2FY23,75.0,0.0,0.03,25.0,nse_xbrl
RAMCOCEM,30-SEP-2022,21-OCT-2022,Q2FY23,42.3,6.63,33.74,57.7,nse_xbrl
RAMCOIND,30-SEP-2022,21-OCT-2022,Q2FY23,53.97,2.94,3.51,46.03,nse_xbrl
RAMCOSYS,30-SEP-2022,20-OCT-2022,Q2FY23,54.27,0.07,7.91,45.73,nse_xbrl
RAMKY,30-SEP-2022,19-OCT-2022,Q2FY23,69.83,0.12,0.13,30.17,nse_xbrl
RANASUG,30-SEP-2022,21-OCT-2022,Q2FY23,22.64,1.95,0.0,77.36,nse_xbrl
RANEHOLDIN,30-SEP-2022,15-OCT-2022,Q2FY23,46.57,0.58,1.94,53.43,nse_xbrl
RATEGAIN,30-SEP-2022,20-OCT-2022,Q2FY23,55.82,7.34,8.03,44.18,nse_xbrl
RAYMOND,30-SEP-2022,19-OCT-2022,Q2FY23,49.15,14.97,5.12,50.85,nse_xbrl
RBA,30-SEP-2022,20-OCT-2022,Q2FY23,40.9,28.16,9.06,59.1,nse_xbrl
RBLBANK,30-SEP-2022,17-OCT-2022,Q2FY23,0.0,29.59,14.2,100.0,nse_xbrl
RCF,30-SEP-2022,20-OCT-2022,Q2FY23,75.0,3.07,0.66,25.0,nse_xbrl
RECLTD,30-SEP-2022,21-OCT-2022,Q2FY23,52.63,23.4,11.95,47.37,nse_xbrl
REDINGTON,30-SEP-2022,20-OCT-2022,Q2FY23,0.0,37.93,16.51,100.0,nse_xbrl
REFEX,30-SEP-2022,15-OCT-2022,Q2FY23,50.21,0.29,0.0,49.79,nse_xbrl
REGENCERAM,30-SEP-2022,11-OCT-2022,Q2FY23,60.59,0.0,1.27,39.41,nse_xbrl
RELAXO,30-SEP-2022,17-OCT-2022,Q2FY23,70.78,3.11,7.43,29.22,nse_xbrl
RELCHEMQ,30-SEP-2022,13-OCT-2022,Q2FY23,67.68,1.66,0.0,32.32,nse_xbrl
RELIABLE,30-SEP-2022,20-OCT-2022,Q2FY23,71.77,0.0,0.0,28.23,nse_xbrl
RELIANCE,30-SEP-2022,22-OCT-2022,Q2FY23,50.57,23.58,15.0,49.43,nse_xbrl
RELIGARE,30-SEP-2022,19-OCT-2022,Q2FY23,0.0,19.61,5.69,100.0,nse_xbrl
REMSONSIND,30-SEP-2022,21-OCT-2022,Q2FY23,75.0,0.0,0.0,25.0,nse_xbrl
RENUKA,30-SEP-2022,18-OCT-2022,Q2FY23,62.48,4.09,10.5,37.52,nse_xbrl
REPCOHOME,30-SEP-2022,17-OCT-2022,Q2FY23,37.13,18.85,16.87,62.87,nse_xbrl
REPRO,30-SEP-2022,20-OCT-2022,Q2FY23,51.48,13.04,0.0,48.52,nse_xbrl
RESPONIND,30-SEP-2022,21-OCT-2022,Q2FY23,58.94,35.69,3.56,41.06,nse_xbrl
RGL,30-SEP-2022,19-OCT-2022,Q2FY23,70.69,1.48,0.14,29.31,nse_xbrl
RHIM,30-SEP-2022,19-OCT-2022,Q2FY23,70.19,2.47,8.44,29.81,nse_xbrl
RICOAUTO,30-SEP-2022,18-OCT-2022,Q2FY23,50.32,1.03,0.0,49.68,nse_xbrl
RIIL,30-SEP-2022,21-OCT-2022,Q2FY23,45.43,0.71,0.04,54.57,nse_xbrl
RITCO,30-SEP-2022,21-OCT-2022,Q2FY23,73.04,0.03,0.0,26.96,nse_xbrl
RITES,30-SEP-2022,19-OCT-2022,Q2FY23,72.2,2.35,17.57,27.8,nse_xbrl
RKDL,30-SEP-2022,20-OCT-2022,Q2FY23,23.59,0.0,0.0,76.41,nse_xbrl
RKEC,30-SEP-2022,14-OCT-2022,Q2FY23,73.98,0.0,0.0,26.02,nse_xbrl
RKFORGE,30-SEP-2022,18-OCT-2022,Q2FY23,46.27,14.52,4.53,53.57,nse_xbrl
RMDRIP,30-SEP-2022,18-OCT-2022,Q2FY23,59.36,0.0,0.0,40.64,nse_xbrl
RML,30-SEP-2022,15-OCT-2022,Q2FY23,72.65,0.03,0.0,27.35,nse_xbrl
ROHLTD,30-SEP-2022,21-OCT-2022,Q2FY23,65.38,4.24,0.07,34.62,nse_xbrl
ROLEXRINGS,30-SEP-2022,20-OCT-2022,Q2FY23,57.64,3.18,32.7,42.36,nse_xbrl
ROML,30-SEP-2022,20-OCT-2022,Q2FY23,75.0,0.0,0.0,25.0,nse_xbrl
ROSSARI,30-SEP-2022,17-OCT-2022,Q2FY23,68.46,8.84,14.15,31.54,nse_xbrl
ROSSELLIND,30-SEP-2022,15-OCT-2022,Q2FY23,74.91,1.61,1.76,25.09,nse_xbrl
ROTO,30-SEP-2022,21-OCT-2022,Q2FY23,68.86,4.33,0.0,31.14,nse_xbrl
ROUTE,30-SEP-2022,20-OCT-2022,Q2FY23,58.56,21.32,7.17,41.44,nse_xbrl
RPGLIFE,30-SEP-2022,20-OCT-2022,Q2FY23,72.61,0.08,2.04,27.39,nse_xbrl
RPOWER,30-SEP-2022,21-OCT-2022,Q2FY23,24.98,7.97,3.51,75.02,nse_xbrl
RPPL,30-SEP-2022,20-OCT-2022,Q2FY23,52.48,0.0,7.62,47.52,nse_xbrl
RPSGVENT,30-SEP-2022,20-OCT-2022,Q2FY23,59.09,11.22,2.15,40.91,nse_xbrl
RSYSTEMS,30-SEP-2022,19-OCT-2022,Q2FY23,51.67,0.42,0.0,48.33,nse_xbrl
RTNINDIA,30-SEP-2022,21-OCT-2022,Q2FY23,74.86,9.43,0.02,25.14,nse_xbrl
RTNPOWER,30-SEP-2022,21-OCT-2022,Q2FY23,44.06,0.32,7.34,55.94,nse_xbrl
RUCHINFRA,30-SEP-2022,20-OCT-2022,Q2FY23,65.65,10.64,0.0,34.35,nse_xbrl
RUPA,30-SEP-2022,19-OCT-2022,Q2FY23,73.28,0.7,4.12,26.72,nse_xbrl
RUSHIL,30-SEP-2022,15-OCT-2022,Q2FY23,55.03,1.55,0.28,44.97,nse_xbrl
RVHL,30-SEP-2022,18-OCT-2022,Q2FY23,74.81,0.05,0.0,25.19,nse_xbrl
RVNL,30-SEP-2022,19-OCT-2022,Q2FY23,78.2,1.76,7.43,21.8,nse_xbrl
S&SPOWER,30-SEP-2022,17-OCT-2022,Q2FY23,50.21,0.0,2.67,49.79,nse_xbrl
SADBHAV,30-SEP-2022,20-OCT-2022,Q2FY23,38.57,0.96,12.96,61.43,nse_xbrl
SAGARDEEP,30-SEP-2022,19-OCT-2022,Q2FY23,73.62,0.0,0.0,26.38,nse_xbrl
SAGCEM,30-SEP-2022,18-OCT-2022,Q2FY23,45.2,4.33,18.16,54.8,nse_xbrl
SAIL,30-SEP-2022,19-OCT-2022,Q2FY23,65.0,4.31,9.39,35.0,nse_xbrl
SAKHTISUG,30-SEP-2022,19-OCT-2022,Q2FY23,59.83,0.04,10.56,40.17,nse_xbrl
SAKSOFT,30-SEP-2022,19-OCT-2022,Q2FY23,68.15,3.83,0.28,26.81,nse_xbrl
SALASAR,30-SEP-2022,21-OCT-2022,Q2FY23,63.07,12.18,0.0,36.93,nse_xbrl
SALONA,30-SEP-2022,21-OCT-2022,Q2FY23,65.98,0.0,0.0,34.02,nse_xbrl
SALZERELEC,30-SEP-2022,20-OCT-2022,Q2FY23,32.34,6.03,0.0,67.66,nse_xbrl
SAMBHAAV,30-SEP-2022,21-OCT-2022,Q2FY23,62.93,0.25,0.0,37.07,nse_xbrl
SAMMAANCAP,30-SEP-2022,21-OCT-2022,Q2FY23,9.59,24.04,11.1,85.52,nse_xbrl
SAMPANN,30-SEP-2022,19-OCT-2022,Q2FY23,35.6,12.21,0.0,64.4,nse_xbrl
SANDESH,30-SEP-2022,21-OCT-2022,Q2FY23,74.81,0.0,0.0,25.19,nse_xbrl
SANDHAR,30-SEP-2022,19-OCT-2022,Q2FY23,70.38,1.09,15.58,29.62,nse_xbrl
SANGHVIMOV,30-SEP-2022,21-OCT-2022,Q2FY23,47.25,1.03,1.57,52.75,nse_xbrl
SANOFI,30-SEP-2022,18-OCT-2022,Q2FY23,60.4,8.26,18.28,39.6,nse_xbrl
SANSERA,30-SEP-2022,18-OCT-2022,Q2FY23,35.51,39.58,15.99,64.49,nse_xbrl
SAPPHIRE,30-SEP-2022,21-OCT-2022,Q2FY23,51.26,12.6,16.8,48.74,nse_xbrl
SARDAEN,30-SEP-2022,18-OCT-2022,Q2FY23,72.64,1.97,2.82,27.36,nse_xbrl
SAREGAMA,30-SEP-2022,20-OCT-2022,Q2FY23,58.49,17.24,2.67,41.4,nse_xbrl
SARLAPOLY,30-SEP-2022,18-OCT-2022,Q2FY23,55.9,0.89,0.0,44.1,nse_xbrl
SASKEN,30-SEP-2022,14-OCT-2022,Q2FY23,43.37,18.81,0.0,56.54,nse_xbrl
SATIA,30-SEP-2022,13-OCT-2022,Q2FY23,51.79,0.28,0.0,48.21,nse_xbrl
SBC,30-SEP-2022,15-OCT-2022,Q2FY23,65.5,0.0,0.0,34.5,nse_xbrl
SBCL,30-SEP-2022,20-OCT-2022,Q2FY23,60.61,0.06,0.16,39.39,nse_xbrl
SBICARD,30-SEP-2022,20-OCT-2022,Q2FY23,69.41,8.82,17.04,30.59,nse_xbrl
SBILIFE,30-SEP-2022,21-OCT-2022,Q2FY23,55.46,24.33,15.65,44.54,nse_xbrl
SBIN,30-SEP-2022,17-OCT-2022,Q2FY23,57.52,9.95,25.4,42.48,nse_xbrl
SCHAEFFLER,30-SEP-2022,18-OCT-2022,Q2FY23,74.13,5.74,14.19,25.87,nse_xbrl
SCHAND,30-SEP-2022,14-OCT-2022,Q2FY23,47.3,0.92,5.6,52.7,nse_xbrl
SCHNEIDER,30-SEP-2022,20-OCT-2022,Q2FY23,75.0,1.01,2.12,25.0,nse_xbrl
SCI,30-SEP-2022,18-OCT-2022,Q2FY23,63.75,3.27,7.81,36.25,nse_xbrl
SDBL,30-SEP-2022,20-OCT-2022,Q2FY23,30.41,1.18,0.0,69.59,nse_xbrl
SEAMECLTD,30-SEP-2022,18-OCT-2022,Q2FY23,72.04,2.8,0.03,27.96,nse_xbrl
SECURKLOUD,30-SEP-2022,20-OCT-2022,Q2FY23,43.52,0.06,0.0,56.48,nse_xbrl
SELMC,30-SEP-2022,17-OCT-2022,Q2FY23,75.16,0.13,23.53,24.84,nse_xbrl
SERVOTECH,30-SEP-2022,18-OCT-2022,Q2FY23,69.03,0.0,0.0,30.97,nse_xbrl
SESHAPAPER,30-SEP-2022,28-OCT-2022,Q2FY23,42.78,12.04,0.22,57.22,nse_xbrl
SFL,30-SEP-2022,20-OCT-2022,Q2FY23,72.95,3.16,22.74,27.05,nse_xbrl
SGIL,30-SEP-2022,15-OCT-2022,Q2FY23,74.02,9.88,2.04,25.98,nse_xbrl
SGL,30-SEP-2022,19-OCT-2022,Q2FY23,65.76,0.0,0.18,34.24,nse_xbrl
SHAH,30-SEP-2022,20-OCT-2022,Q2FY23,38.19,0.0,0.0,61.81,nse_xbrl
SHAHALLOYS,30-SEP-2022,20-OCT-2022,Q2FY23,53.75,0.02,0.0,46.25,nse_xbrl
SHAILY,30-SEP-2022,18-OCT-2022,Q2FY23,43.81,7.13,14.35,56.19,nse_xbrl
SHAKTIPUMP,30-SEP-2022,21-OCT-2022,Q2FY23,54.82,0.34,0.0,45.18,nse_xbrl
SHALBY,30-SEP-2022,13-OCT-2022,Q2FY23,74.04,3.78,0.28,25.04,nse_xbrl
SHALPAINTS,30-SEP-2022,21-OCT-2022,Q2FY23,39.92,0.07,1.62,60.08,nse_xbrl
SHANTI,30-SEP-2022,20-OCT-2022,Q2FY23,52.39,0.0,0.0,47.61,nse_xbrl
SHANTIGEAR,30-SEP-2022,21-OCT-2022,Q2FY23,70.47,2.98,0.99,29.53,nse_xbrl
SHARDACROP,30-SEP-2022,15-OCT-2022,Q2FY23,74.82,2.37,12.93,25.18,nse_xbrl
SHARDAMOTR,30-SEP-2022,21-OCT-2022,Q2FY23,73.2,0.57,0.0,26.8,nse_xbrl
SHAREINDIA,30-SEP-2022,19-OCT-2022,Q2FY23,53.01,0.65,0.06,46.99,nse_xbrl
