SYMBOL,COMPANY_NAME,STATUS
SSWL,Steel Strips Wheels Limited,PENDING
STANLEY,Stanley Lifestyles Limited,PENDING
STARPAPER,Star Paper Mills Limited,PENDING
STARTECK,Starteck Finance Limited,PENDING
STCINDIA,The State Trading Corporation of India Limited,PENDING
STEELCAS,Steelcast Limited,PENDING
STEELXIND,STEEL EXCHANGE INDIA LIMITED,PENDING
STEL,Stel Holdings Limited,PENDING
STERTOOLS,Sterling Tools Limited,PENDING
STOVEKRAFT,Stove Kraft Limited,PENDING
STUDDS,Studds Accessories Limited,PENDING
STYRENIX,Styrenix Performance Materials Limited,PENDING
SUBROS,Subros Limited,PENDING
SUDARCOLOR,Sudarshan Colorants India Limited,PENDING
SULA,Sula Vineyards Limited,PENDING
SUMICHEM,Sumitomo Chemical India Limited,PENDING
SUNCLAY,Sundaram Clayton Limited,PENDING
SUNDARAM,Sundaram Multi Pap Limited,PENDING
SUNDARMFIN,Sundaram Finance Limited,PENDING
SUNDRMBRAK,Sundaram Brake Linings Limited,PENDING
SUNDROP,Sundrop Brands Limited,PENDING
SUNFLAG,Sunflag Iron And Steel Company Limited,PENDING
SUNTV,Sun TV Network Limited,PENDING
SUPERHOUSE,Superhouse Limited,PENDING
SUPERSPIN,Super Spinning Mills Limited,PENDING
SUPREME,Supreme Holdings & Hospitality (India) Limited,PENDING
SUPREMEINF,Supreme Infrastructure India Limited,PENDING
SUPRIYA,Supriya Lifescience Limited,PENDING
SURAJEST,Suraj Estate Developers Limited,PENDING
SURAJLTD,Suraj Limited,PENDING
SURYALA,Suryalata Spinning Mills Limited,PENDING
SURYALAXMI,Suryalakshmi Cotton Mills Limited,PENDING
SURYAROSNI,Surya Roshni Limited,PENDING
SUVEN,Suven Life Sciences Limited,PENDING
SUVIDHAA,Suvidhaa Infoserve Limited,PENDING
SUYOG,Suyog Telematics Limited,PENDING
SWANCORP,SWAN CORP LIMITED,PENDING
SWARAJENG,Swaraj Engines Limited,PENDING
SWELECTES,Swelect Energy Systems Limited,PENDING
SWIGGY,Swiggy Limited,PENDING
SYMPHONY,Symphony Limited,PENDING
SYNCOMF,Syncom Formulations (India) Limited,PENDING
SYRMA,Syrma SGS Technology Limited,PENDING
SYSTMTXC,Systematix Corporate Services Limited,PENDING
TAALTECH,Taal Tech Limited,PENDING
TAINWALCHM,Tainwala Chemical and Plastic (I) Limited,PENDING
TAJGVK,Taj GVK Hotels & Resorts Limited,PENDING
TALBROAUTO,Talbros Automotive Components Limited,PENDING
TARACHAND,Tara Chand InfraLogistic Solutions Limited,PENDING
TARAPUR,Tarapur Transformers Limited,PENDING
TARC,TARC Limited,PENDING
TARIL,Transformers And Rectifiers (India) Limited,PENDING
TARMAT,Tarmat Limited,PENDING
TARSONS,Tarsons Products Limited,PENDING
TASTYBITE,Tasty Bite Eatables Limited,PENDING
TATAINVEST,Tata Investment Corporation Limited,PENDING
TATVA,Tatva Chintan Pharma Chem Limited,PENDING
TBOTEK,TBO Tek Limited,PENDING
TBZ,Tribhovandas Bhimji Zaveri Limited,PENDING
TCC,TCC Concept Limited,PENDING
TCIFINANCE,TCI Finance Limited,PENDING
TCPLPACK,TCPL Packaging Limited,PENDING
TDPOWERSYS,TD Power Systems Limited,PENDING
TEAMGTY,Team India Guaranty Limited,PENDING
TEAMLEASE,Teamlease Services Limited,PENDING
TECHNOE,Techno Electric & Engineering Company Limited,PENDING
TECHNVISN,TechNVision Ventures Limited,PENDING
TEJASNET,Tejas Networks Limited,PENDING
TEXINFRA,Texmaco Infrastructure & Holdings Limited,PENDING
TEXMOPIPES,Texmo Pipes and Products Limited,PENDING
TFCILTD,Tourism Finance Corporation of India Limited,PENDING
TFL,Transwarranty Finance Limited,PENDING
THAKDEV,Thakkers Developers Limited,PENDING
THANGAMAYL,Thangamayil Jewellery Limited,PENDING
THEINVEST,The Investment Trust Of India Limited,PENDING
THELEELA,Leela Palaces Hotels & Resorts Limited,PENDING
THEMISMED,Themis Medicare Limited,PENDING
THOMASCOOK,Thomas Cook  (India)  Limited,PENDING
THOMASCOTT,Thomas Scott (India) Limited,PENDING
TIIL,Technocraft Industries (India) Limited,PENDING
TIINDIA,Tube Investments of India Limited,PENDING
TIJARIA,Tijaria Polypipes Limited,PENDING
TIL,TIL Limited,PENDING
TIMETECHNO,Time Technoplast Limited,PENDING
TIMEX,Timex Group India Limited,PENDING
TIPSFILMS,Tips Films Limited,PENDING
TIPSMUSIC,Tips Music Limited,PENDING
TNPETRO,Tamilnadu PetroProducts Limited,PENDING
TNPL,Tamil Nadu Newsprint & Papers Limited,PENDING
TOTAL,Total Transport Systems Limited,PENDING
TOUCHWOOD,Touchwood Entertainment Limited,PENDING
TPHQ,Teamo Productions HQ Limited,PENDING
TPLPLASTEH,TPL Plastech Limited,PENDING
TRANSPEK,Transpek Industry Limited,PENDING
TRANSRAILL,Transrail Lighting Limited,PENDING
TRANSWORLD,TRANSWORLD SHIPPING LINES LIMITED,PENDING
TRAVELFOOD,Travel Food Services Limited,PENDING
TREEHOUSE,Tree House Education & Accessories Limited,PENDING
TREJHARA,TREJHARA SOLUTIONS LIMITED,PENDING
TRENT,Trent Limited,PENDING
TRF,TRF Limited,PENDING
TRIDENT,Trident Limited,PENDING
TRITURBINE,Triveni Turbine Limited,PENDING
TRU,TruCap Finance Limited,PENDING
TSFINV,TSF INVESTMENTS LIMITED,PENDING
TTKPRESTIG,TTK Prestige Limited,PENDING
TTL,T T Limited,PENDING
TTML,Tata Teleservices (Maharashtra) Limited,PENDING
TVSELECT,TVS Electronics Limited,PENDING
TVSHLTD,TVS Holdings Limited,PENDING
TVSSCS,TVS Supply Chain Solutions Limited,PENDING
TVSSRICHAK,TVS Srichakra Limited,PENDING
TVTODAY,TV Today Network Limited,PENDING
TVVISION,TV Vision Limited,PENDING
UBL,United Breweries Limited,PENDING
UCAL,UCAL LIMITED,PENDING
UDS,Updater Services Limited,PENDING
UFBL,United Foodbrands Limited,PENDING
UFLEX,UFLEX Limited,PENDING
UFO,UFO Moviez India Limited,PENDING
UGARSUGAR,The Ugar Sugar Works Limited,PENDING
UGROCAP,Ugro Capital Limited,PENDING
ULTRAMAR,Ultramarine & Pigments Limited,PENDING
UMAEXPORTS,Uma Exports Limited,PENDING
UMIYA-MRO,UMIYA BUILDCON LIMITED,PENDING
UNIDT,United Drilling Tools Limited,PENDING
UNIECOM,Unicommerce Esolutions Limited,PENDING
UNIENTER,Uniphos Enterprises Limited,PENDING
UNIPARTS,Uniparts India Limited,PENDING
UNITECH,Unitech Limited,PENDING
UNITEDTEA,The United Nilgiri Tea Estates Company Limited,PENDING
UNIVASTU,Univastu India Limited,PENDING
UNOMINDA,UNO Minda Limited,PENDING
UPL,UPL Limited,PENDING
URBANCO,Urban Company Limited,PENDING
URJA,Urja Global Limited,PENDING
USHAMART,Usha Martin Limited,PENDING
UTLSOLAR,Fujiyama Power Systems Limited,PENDING
UTTAMSUGAR,Uttam Sugar Mills Limited,PENDING
UYFINCORP,U. Y. Fincorp Limited,PENDING
VAIBHAVGBL,Vaibhav Global Limited,PENDING
VAKRANGEE,Vakrangee Limited,PENDING
VARDHACRLC,Vardhman Acrylics Limited,PENDING
VCL,Vaxtex Cotfab Limited,PENDING
VEDL,Vedanta Limited,PENDING
VEEDOL,Veedol Corporation Limited,PENDING
VELJAN,Veljan Denison Limited,PENDING
VENKEYS,Venky's (India) Limited,PENDING
VENUSPIPES,Venus Pipes & Tubes Limited,PENDING
VENUSREM,Venus Remedies Limited,PENDING
VERANDA,Veranda Learning Solutions Limited,PENDING
VESUVIUS,Vesuvius India Limited,PENDING
VGL,VARVEE GLOBAL LIMITED,PENDING
VHL,Vardhman Holdings Limited,PENDING
VIDHIING,Vidhi Specialty Food Ingredients Limited,PENDING
VIKASECO,Vikas EcoTech Limited,PENDING
VIKASLIFE,Vikas Lifecare Limited,PENDING
VIMTALABS,Vimta Labs Limited,PENDING
VINDHYATEL,Vindhya Telelinks Limited,PENDING
VINNY,Vinny Overseas Limited,PENDING
VINYLINDIA,Vinyl Chemicals (India) Limited,PENDING
VIPULLTD,Vipul Limited,PENDING
VIRINCHI,Virinchi Limited,PENDING
VIVIDHA,Visagar Polytex Limited,PENDING
VIYASH,Viyash Scientific Limited,PENDING
VLSFINANCE,VLS Finance Limited,PENDING
VMM,Vishal Mega Mart Limited,PENDING
VOLTAMP,Voltamp Transformers Limited,PENDING
VOLTAS,Voltas Limited,PENDING
VSSL,Vardhman Special Steels Limited,PENDING
VSTL,Vibhor Steel Tubes Limited,PENDING
VTL,Vardhman Textiles Limited,PENDING
WAAREEENER,Waaree Energies Limited,PENDING
WABAG,VA Tech Wabag Limited,PENDING
WAKEFIT,Wakefit Innovations Limited,PENDING
WANBURY,Wanbury Limited,PENDING
WCIL,Western Carriers (India) Limited,PENDING
WEALTH,Wealth First Portfolio Managers Limited,PENDING
WEBELSOLAR,Websol Energy System Limited,PENDING
WEIZMANIND,Weizmann Limited,PENDING
WEL,Wonder Electricals Limited,PENDING
WELCORP,Welspun Corp Limited,PENDING
WELENT,Welspun Enterprises Limited,PENDING
WELSPLSOL,Welspun Specialty Solutions Limited,PENDING
WELSPUNLIV,Welspun Living Limited,PENDING
WENDT,Wendt (India) Limited,PENDING
WEWORK,WeWork India Management Limited,PENDING
WHEELS,Wheels India Limited,PENDING
WHIRLPOOL,Whirlpool of India Limited,PENDING
WILLAMAGOR,Williamson Magor & Company Limited,PENDING
WIMPLAST,Wim Plast Limited,PENDING
WINDLAS,Windlas Biotech Limited,PENDING
WINDMACHIN,Windsor Machines Limited,PENDING
WIPL,The Western India Plywoods Limited,PENDING
WIPRO,Wipro Limited,PENDING
WOCKPHARMA,Wockhardt Limited,PENDING
WORTHPERI,Worth Peripherals Limited,PENDING
WPIL,WPIL Limited,PENDING
WSI,W S Industries (I) Limited,PENDING
WSTCSTPAPR,West Coast Paper Mills Limited,PENDING
XCHANGING,Xchanging Solutions Limited,PENDING
XELPMOC,Xelpmoc Design And Tech Limited,PENDING
XPROINDIA,Xpro India Limited,PENDING
YATRA,Yatra Online Limited,PENDING
YUKEN,Yuken India Limited,PENDING
ZAGGLE,Zaggle Prepaid Ocean Services Limited,PENDING
ZEEL,Zee Entertainment Enterprises Limited,PENDING
ZEELEARN,Zee Learn Limited,PENDING
ZEEMEDIA,Zee Media Corporation Limited,PENDING
ZENITHEXPO,Zenith Exports Limited,PENDING
ZFCVINDIA,ZF Commercial Vehicle Control Systems India Limited,PENDING
ZFSTEERING,ZF Steering Gear (India) Limited,PENDING
ZODIACLOTH,Zodiac Clothing Company Limited,PENDING
ZSARACOM,Saraswati Commercial India Limited,PENDING
ZYDUSLIFE,Zydus Lifesciences Limited,PENDING
ZYDUSWELL,Zydus Wellness Limited,PENDING
