symbol,opm_pct,roce_pct,book_value_per_share,total_equity_cr,equity_share_capital_cr,capital_employed_cr,ebitda_cr_latest,ebit_cr_latest,sales_growth_cagr_pct,sales_growth_years,as_of_date,data_quarters
JUBLCPL,8.71,23.97,303.52,459.9,,511.92,34.62,30.68,,,2024-12-31,1
JUBLFOOD,19.29,13.75,34.85,2292.09,,6024.85,414.868,207.037,25.98,4.3,2024-12-31,19
JUBLINDS,-6.75,,,,,,-19.74,-23.54,21.26,3.7,2024-06-30,16
JUBLINGREA,15.89,12.43,198.22,3126.22,,3892.02,158.08,120.9,10.49,3.8,2024-12-31,18
JUBLPHARMA,15.24,5.74,447.81,7092.8,,12983.8,277.7,186.4,53.37,3.8,2024-12-31,19
JUNIPER,40.13,7.39,128.92,2868.43,,3992.24,101.3311,73.7492,6.85,1.0,2024-12-31,5
JUSTDIAL,57.08,11.31,600.44,5106.48,,5377.34,164.01,152.0,13.53,4.3,2024-12-31,20
JVLAGRO,-990.05,,,,,,-20.89,-26.83,-99.0,0.8,2020-03-31,4
JWL,15.18,17.15,69.69,2978.47,,3357.86,151.7663,144.0028,64.63,2.5,2024-12-31,12
JYOTHYLAB,18.4,27.2,43.26,1588.61,,1695.87,129.6,115.32,8.17,4.3,2024-12-31,20
JYOTICNC,27.32,16.7,88.0,2001.33,,2436.95,109.289,101.76,5.84,1.0,2024-12-31,5
JYOTISTRUC,9.73,1.83,3.98,474.6,,2450.89,13.36,11.24,56.32,5.5,2024-12-31,25
KABRAEXTRU,13.62,10.18,126.23,441.48,,461.33,16.498,11.7357,14.13,4.3,2024-12-31,19
KAJARIACER,13.69,14.21,192.47,3065.58,,3362.25,159.27,119.41,8.54,4.0,2024-12-31,17
KAKATCEM,-14.61,-6.67,235.01,182.7,,190.76,-2.5273,-3.1807,-14.08,4.3,2024-12-31,18
KALAMANDIR,18.85,17.62,85.54,1260.47,,1614.75,84.54,71.13,29.3,1.5,2024-12-31,7
KALPATPOWR,9.3,,,,,,454.0,344.0,21.02,2.5,2023-03-31,11
KALYANI,1.64,35.04,224.7,22.47,,24.86,2.2488,2.1778,74.17,4.3,2024-12-31,18
KALYANIFRG,11.64,13.62,262.62,95.54,,139.36,6.8244,4.7441,9.39,4.3,2024-12-31,17
KALYANKJIL,6.44,17.2,61.09,6308.71,,8148.9,411.4,350.354,26.04,3.8,2024-12-31,17
KAMATHOTEL,41.37,27.59,107.19,316.01,,594.57,45.8737,41.0071,72.53,4.3,2024-12-31,18
KAMDHENU,10.47,16.36,14.06,396.37,,415.43,18.315,16.9873,4.28,4.3,2024-12-31,17
KAMOPAINTS,6.46,6.99,5.43,178.74,,196.48,4.7871,3.4315,3.15,2.0,2024-12-31,9
KANANIIND,3.57,4.24,3.51,69.4,,69.88,0.7453,0.74,-24.48,4.3,2024-12-31,18
KANORICHEM,0.08,-7.75,131.12,572.92,,808.29,0.27,-15.67,8.38,4.3,2024-12-31,18
KANPRPLA,11.11,17.0,111.81,268.47,,335.78,17.8584,14.2684,7.73,4.0,2024-12-31,17
KANSAINER,47.15,48.35,83.02,6713.78,,7053.96,906.12,852.72,8.04,4.3,2024-12-31,20
KAPSTON,4.58,17.27,38.23,116.35,,162.65,8.3424,7.0219,35.74,4.3,2024-12-31,18
KARDA,55.09,,,,,,9.5101,9.4793,-14.67,1.0,2021-09-30,5
KARMAENG,-116.47,-13.65,35.29,40.83,,45.98,-1.098,-1.5692,-44.3,4.3,2024-12-31,18
KAUSHALYA,-503.92,-1.03,2236.99,77.4,,79.14,-0.193,-0.2033,21.9,4.3,2024-12-31,19
KAVVERITEL,33.28,,,,,,2.3346,2.2139,46.18,4.3,2024-12-31,17
KAYA,10.46,-13.72,,,,105.53,6.0772,-3.6204,-5.52,4.3,2024-12-31,17
KAYNES,17.95,8.35,708.34,4748.35,,5166.76,118.667,107.823,51.19,2.0,2024-12-31,10
KBCGLOBAL,-2121.67,,,,,,-23.1177,-23.144,-66.43,3.0,2024-12-31,13
KCP,-2.18,-3.31,138.23,1782.06,,2786.9,-7.398,-23.039,10.35,4.3,2024-12-31,17
KCPSUGIND,-33.69,-22.44,40.53,459.51,,531.9,-28.3163,-29.8344,3.67,4.3,2024-12-31,19
KDDL,18.89,11.41,878.31,1080.23,,2285.86,89.15,65.2,33.22,4.3,2024-12-31,18
KEC,7.02,18.46,231.39,6159.69,,7150.25,375.37,330.05,16.02,4.3,2024-12-31,20
KECL,6.1,10.89,19.85,131.82,,222.51,7.3,6.06,13.29,4.3,2024-12-31,18
KEEPLEARN,12.75,12.02,0.4,6.18,,6.59,0.2689,0.1981,8.64,2.8,2024-12-31,12
KEERTI,16.35,,,,,,0.4197,0.3491,109.38,2.5,2023-06-30,11
KEI,10.31,13.69,697.16,6664.95,,6878.28,254.448,235.472,22.61,4.3,2024-12-31,20
KELLTONTEC,12.33,13.75,15.19,807.26,,871.19,34.3935,29.9453,-36.39,4.3,2024-12-31,19
KERNEX,24.2,12.43,147.67,248.11,,266.71,8.9092,8.2906,139.71,4.3,2024-12-31,20
KESORAMIND,8.57,28.29,11.91,370.13,,503.4,75.36,35.6,-41.7,4.3,2024-12-31,18
KEYFINSERV,-156.53,-2.07,259.69,144.57,,155.15,-0.7205,-0.8024,-2.45,4.3,2024-12-31,17
KFINTECH,49.26,19.82,96.98,1673.07,,2501.42,139.11,123.969,24.14,2.0,2024-12-31,10
KHADIM,12.01,12.4,90.81,166.89,,290.64,19.231,9.012,6.66,4.3,2024-12-31,18
KHAICHEM,5.52,10.3,29.97,290.65,,318.82,10.9695,8.2069,7.89,4.3,2024-12-31,18
KHAITANLTD,9.22,16.33,70.59,33.53,,38.7,1.6485,1.5798,13.33,4.3,2024-12-31,20
KHANDSE,22.81,7.06,18.19,27.74,,30.91,0.6159,0.5452,42.17,4.3,2024-12-31,19
KICL,104.52,0.19,26096.98,11391.33,,12433.71,5.878,5.854,45.55,4.3,2024-12-31,18
KILITCH,18.63,11.49,79.99,279.65,,336.15,10.4612,9.6538,30.37,4.3,2024-12-31,18
KIMS,26.54,9.83,56.17,2247.4,,6519.8,205.0,160.3,15.01,3.5,2024-12-31,16
KINGFA,12.74,14.3,1032.62,1399.31,,1415.17,56.0827,50.598,25.59,4.3,2024-12-31,18
KIOCL,-18.17,-8.71,28.57,1736.23,,1996.63,-32.8,-43.49,-19.78,4.3,2024-12-31,17
KIRIINDUS,26.6,2.23,1072.31,6436.35,,6500.34,47.5174,36.27,0.49,4.3,2024-12-31,17
KIRLOSBROS,15.43,22.84,310.29,2464.0,,2696.5,176.5,154.0,14.56,4.3,2024-12-31,17
KIRLOSENG,18.25,13.12,249.05,3620.19,,6952.84,265.36,228.07,14.16,4.3,2024-12-31,18
KIRLOSIND,11.45,4.57,5881.6,6180.97,,10381.23,184.7,118.59,31.88,4.3,2024-12-31,18
KIRLPNU,16.18,15.26,192.25,1248.84,,1281.88,55.44,48.91,-2.71,1.8,2024-12-31,9
KITEX,23.66,9.15,51.62,1029.83,,2697.28,65.3686,61.7135,18.73,4.3,2024-12-31,18
KKCL,19.01,12.7,152.27,938.37,,1221.35,48.51,38.77,21.25,4.0,2024-12-31,17
KMEW,44.5,13.23,233.22,570.09,,683.08,25.6347,22.5886,,,2024-12-31,2
KMSUGAR,15.52,19.96,42.6,391.88,,409.97,25.72,20.46,3.94,4.3,2024-12-31,18
KNAGRI,1.98,19.84,153.9,384.73,,386.22,21.18,19.16,,,2022-09-30,1
KNRCON,44.56,19.35,176.79,4971.99,,7326.71,377.8836,354.5189,6.23,4.3,2024-12-31,18
KOHINOOR,-9.54,-115.36,,,,11.72,-1.86,-3.38,-26.86,4.3,2024-12-31,19
KOKUYOCMLN,0.36,-5.53,32.1,321.98,,336.24,0.5751,-4.6511,12.2,4.3,2024-12-31,18
KOLTEPATIL,12.92,13.29,137.83,1222.29,,1257.13,45.16,41.76,48.77,4.3,2024-12-31,18
KOPRAN,12.04,11.39,109.82,530.28,,562.18,20.0112,16.0144,8.18,4.3,2024-12-31,18
KOTARISUG,15.17,11.03,35.66,295.62,,322.16,12.5529,8.8805,0.43,4.3,2024-12-31,19
KOTHARIPET,15.38,18.56,63.26,372.26,,387.92,20.1891,18.0,15.64,4.3,2024-12-31,19
KOTHARIPRO,8.05,5.96,193.96,1157.73,,1165.24,17.83,17.37,-21.68,4.3,2024-12-31,18
KPEL,21.07,17.42,77.44,523.44,,914.13,42.8696,39.8152,,,2024-12-31,1
KPIGLOBAL,46.91,,,,,,29.1776,25.731,205.85,0.5,2021-12-31,3
KPIGREEN,31.54,6.6,153.74,3034.0,,7841.34,144.5469,129.4728,93.04,2.8,2024-12-31,12
KPIL,8.54,16.07,455.37,7776.55,,9122.59,489.49,366.39,22.16,1.5,2024-12-31,8
KPITTECH,27.43,13.38,130.07,3540.91,,4444.65,181.385,148.649,6.33,4.0,2024-12-31,19
KPRMILL,20.26,12.0,166.69,5697.6,,5875.84,199.44,176.24,12.07,4.3,2024-12-31,20
KRBL,12.09,12.3,253.68,5806.49,,5950.32,203.26,182.91,9.73,4.3,2024-12-31,18
KREBSBIO,-38.94,-49.28,,,,50.18,-4.4648,-6.1822,0.16,4.3,2024-12-31,19
KRIDHANINF,-3943.04,,,,,,-33.3187,-33.3999,-44.78,3.5,2024-12-31,18
KRISHANA,15.07,19.07,90.69,560.72,,798.64,45.8239,38.0716,52.23,4.3,2024-12-31,20
KRITI,-0.33,-6.86,42.18,222.25,,263.6,-0.6846,-4.5176,20.85,3.0,2024-12-31,13
KRITIKA,3.11,17.37,3.79,100.82,,101.79,5.5565,4.4203,37.67,2.8,2024-12-31,12
KRITINUT,7.83,20.65,45.73,229.13,,235.58,13.5426,12.16,-6.31,2.3,2024-12-31,10
KRN,18.57,13.55,92.35,573.99,,576.23,20.7022,19.5149,,,2024-12-31,2
KRONOX,38.25,30.14,31.3,116.13,,117.16,9.1838,8.8266,11.13,0.8,2024-12-31,4
KROSS,14.42,14.92,75.92,489.76,,534.64,21.639,19.941,5.02,0.5,2024-12-31,3
KRSNAA,34.62,8.91,302.23,980.39,,1548.52,57.183,34.494,15.81,3.3,2024-12-31,14
KRYSTAL,7.95,14.22,357.25,499.15,,516.12,20.4287,18.346,-9.23,1.0,2024-12-31,5
KSB,14.95,21.31,96.46,1678.73,,1768.08,108.6,94.2,17.77,4.3,2024-12-31,18
KSCL,14.62,3.73,344.19,1756.78,,1800.17,25.4518,16.7657,6.34,4.3,2024-12-31,18
KSERASERA,-22.63,-10.83,0.01,1.2,,23.95,-0.1349,-0.6483,-64.04,4.2,2024-06-30,12
KSHITIJPOL,-0.74,-2.69,,63.05,,65.09,-0.0786,-0.4374,13.03,2.3,2024-12-31,9
KSL,19.99,14.76,482.19,2104.92,,2195.9,96.761,81.018,10.07,4.3,2024-12-31,17
KSOLVES,37.54,137.38,12.39,29.38,,39.74,14.1539,13.6484,37.94,2.3,2024-12-31,11
KUANTUM,19.43,7.68,140.76,1228.32,,2012.96,52.467,38.6551,38.0,4.3,2024-12-31,18
KUNDANMM,4.67,,,,,,60.5235,60.5235,,,2024-12-31,2
KWALITY,-1.74,,,,,,-0.3174,-3.1512,-28.34,1.0,2021-09-30,6
L&TFH,62.44,,,,,,2206.66,2177.47,0.29,3.0,2023-12-31,13
LAGNAM,10.24,12.52,76.6,135.35,,343.26,15.1975,10.7465,20.3,3.3,2024-12-31,13
LAL,-19.03,-32.82,3.01,52.03,,55.36,-4.0471,-4.5416,50.86,1.8,2024-12-31,8
LALPATHLAB,33.12,26.96,130.31,2172.72,,2314.43,174.9,156.0,6.48,4.3,2024-12-31,18
LAMBODHARA,9.21,6.71,123.58,128.25,,174.88,5.6029,2.9338,18.66,4.3,2024-12-31,18
LANCORHOL,8.9,4.6,32.54,239.33,,303.27,4.0872,3.4884,6.26,0.8,2024-12-31,5
LANDMARK,5.82,14.36,140.97,584.53,,989.22,69.546,35.509,209.93,2.0,2024-12-31,9
LAOPALA,38.48,14.11,73.91,820.36,,861.79,35.1312,30.4083,19.76,4.3,2024-12-31,18
LASA,27.74,51.57,9.9,49.62,,49.5,9.1777,6.3818,-11.15,4.3,2024-12-31,18
LATENTVIEW,28.53,12.23,84.82,1755.2,,1848.92,65.012,56.519,28.34,3.0,2024-12-31,14
LATTEYS,5.01,9.61,4.15,23.85,,29.83,0.8713,0.7163,-2.61,1.5,2024-12-31,7
LAURUSLABS,20.82,10.96,98.18,5300.06,,6875.76,294.57,188.48,5.24,4.3,2024-12-31,20
LAXMICOT,6.3,9.68,37.44,64.21,,73.75,2.593,1.7842,-10.34,2.8,2024-12-31,13
LAXMIDENTL,16.54,9.49,44.27,243.32,,263.18,10.2,6.247,,,2024-12-31,1
LAXMIMACH,6.48,,,,,,42.73,17.56,16.53,3.7,2024-06-30,18
LCCINFOTEC,-3793.16,-3.96,3.38,42.73,,45.11,-0.4438,-0.4464,-3.51,4.0,2024-12-31,19
LEEL,,,96.66,104.42,,104.44,,,,,2024-12-31,2
LEMONTREE,52.04,15.24,17.58,1391.93,,3930.94,184.8263,149.7515,60.43,4.3,2024-12-31,18
LEXUS,15.73,5.37,7.99,16.13,,73.74,3.0091,0.9905,-32.04,1.8,2024-12-31,8
LFIC,-158.31,-21.77,190.77,57.23,,59.77,-3.2012,-3.253,-7.18,4.3,2024-12-31,16
LGBBROSLTD,18.52,17.82,675.31,2153.7,,2275.11,125.3356,101.3841,12.07,4.3,2024-12-31,19
LGBFORGE,-5.84,-21.2,0.68,16.27,,34.43,-1.1575,-1.825,-5.24,3.5,2024-03-31,15
LGHL,29.11,15.86,14.96,74.95,,161.5,6.4522,6.4022,-17.72,1.0,2024-12-31,5
LIBAS,-5.69,,,,,,-1.2232,-1.2573,9.94,4.3,2024-12-31,19
LIBERTSHOE,8.49,7.63,137.19,233.78,,351.44,13.5939,6.7013,12.53,4.3,2024-12-31,19
LICHSGFIN,95.8,,753.17,41428.93,,,6773.12,6748.2,8.6,4.3,2024-12-31,19
LIKHITHA,19.43,22.67,104.44,412.0,,412.89,24.5423,23.4056,29.94,4.3,2024-12-31,18
LINC,13.09,17.12,43.33,257.74,,284.76,15.9938,12.1891,8.62,3.0,2024-12-31,13
LINCOLN,22.27,15.09,378.25,757.63,,779.36,32.6334,29.4091,3.61,4.3,2024-12-31,18
LINCPEN,8.57,,,,,,8.049,4.9491,45.8,1.0,2021-09-30,5
LINDEINDIA,34.9,13.62,500.28,4266.55,,4588.26,211.469,156.269,12.28,4.3,2024-12-31,16
LLOYDSENGG,20.03,11.5,11.72,1670.85,,1766.29,53.3174,50.7704,86.58,1.3,2024-12-31,7
LLOYDSENT,20.48,3.64,27.14,4142.58,,6231.4,59.4646,56.6312,,,2024-12-31,2
LLOYDSME,33.1,7.21,246.57,13870.89,,29551.91,554.44,532.38,-10.07,1.5,2024-12-31,8
LMW,8.97,5.14,2683.25,2866.52,,3106.18,68.72,39.88,,,2024-12-31,2
LODHA,33.54,18.72,233.11,23286.2,,27829.9,1369.5,1302.3,13.56,3.8,2024-12-31,18
LOKESHMACH,2.5,-2.96,112.86,225.69,,315.09,1.2967,-2.3339,8.63,4.3,2024-12-31,19
LORDSCHLO,10.48,3.76,84.64,242.52,,394.79,6.79,3.7123,26.76,1.3,2024-12-31,6
LOTUSEYE,8.23,-1.64,28.92,60.14,,73.25,1.0074,-0.2995,13.41,4.3,2024-12-31,19
LOVABLE,-25.19,-5.51,122.17,180.81,,184.95,-2.1013,-2.5482,-18.8,4.3,2024-12-31,19
LOYALTEX,-9.63,-45.68,423.44,203.93,,206.03,-14.9292,-23.5279,-26.26,2.0,2024-12-31,9
LPDC,39.36,1.76,3.09,41.46,,41.51,0.183,0.1826,8.06,4.3,2024-12-31,18
LSIL,14.59,,,,,,16.5059,15.8335,102.11,2.7,2023-06-30,12
LT,11.7,7.28,794.47,109289.8,,198052.37,4091.93,3603.97,20.57,4.3,2024-12-31,20
LTF,59.06,,111.74,27983.53,,,2418.52,2383.83,15.68,0.8,2024-12-31,5
LTFOODS,11.57,16.15,130.18,4520.44,,5385.87,263.2693,217.4812,17.12,1.0,2024-12-31,6
LTI,21.73,,,,,,1051.0,920.2,27.76,1.7,2022-09-30,9
LTIM,18.69,,,,,,1805.8,1541.4,5.86,2.0,2024-12-31,10
LTTS,20.86,23.92,610.64,6472.7,,7253.3,503.1,433.8,17.31,4.0,2024-12-31,19
LUMAXIND,8.11,13.32,981.49,917.5,,1363.91,71.969,45.4233,20.79,4.3,2024-12-31,18
LUMAXTECH,14.0,18.16,177.56,1210.22,,2072.41,126.8182,94.0996,31.38,4.3,2024-12-31,18
LUPIN,24.44,17.71,491.02,22448.27,,25713.59,1409.61,1138.16,10.07,4.3,2024-12-31,18
LUXIND,9.87,10.34,609.88,1834.04,,1872.29,54.6,48.41,8.86,4.3,2024-12-31,20
LXCHEM,10.22,7.81,71.64,1985.6,,2519.1,80.396,49.211,11.67,3.8,2024-12-31,17
LYKALABS,17.81,13.88,25.89,92.39,,120.64,6.0195,4.1864,16.81,4.3,2024-12-31,18
LYPSAGEMS,1.15,0.32,6.16,18.17,,18.47,0.0684,0.0147,16.23,4.3,2024-12-31,18
M&M,20.84,14.18,775.31,93096.35,,201536.08,8642.06,7146.89,14.22,4.3,2024-12-31,18
M&MFIN,72.43,,191.71,26638.64,,,3474.21,3392.01,17.21,4.0,2024-12-31,19
MAANALU,3.45,6.91,45.8,274.75,,289.89,6.29,5.01,17.08,4.3,2024-12-31,18
MACPOWER,13.1,14.1,175.18,175.25,,178.54,7.8723,6.2938,27.37,4.3,2024-12-31,18
MADHAV,21.36,3.26,138.34,123.77,,122.27,1.4635,0.9951,-20.43,4.3,2024-12-31,18
MADHUCON,36.93,,,,,,41.1491,-442.3688,-10.9,4.3,2024-12-31,19
MADRASFERT,14.56,191.58,5.71,91.97,,237.41,116.4,113.71,16.55,4.3,2024-12-31,19
MAFATLAFIN,39.05,,,,,,0.0897,0.0871,1.71,2.0,2022-09-30,10
MAGADSUGAR,14.24,11.8,624.6,880.19,,1132.48,40.4239,33.4139,7.15,4.3,2024-12-31,18
MAGMA,-145.23,,,,,,-631.3212,-644.4774,,,2021-03-31,3
MAGNUM,20.02,3.2,100.83,689.78,,1122.64,20.6472,8.9883,27.7,4.3,2024-12-31,17
MAHAPEXLTD,11727.36,5.19,175.82,458.92,,458.93,5.9575,5.949,7.0,4.3,2024-12-31,20
MAHASTEEL,2.13,5.13,96.6,158.75,,173.17,4.2597,2.2212,35.04,4.3,2024-12-31,18
MAHEPC,12.04,19.35,66.23,185.05,,186.0,9.81,9.0,9.5,4.3,2024-12-31,19
MAHESHWARI,8.25,21.7,72.94,215.88,,277.26,19.4279,15.0423,13.05,4.3,2024-12-31,16
MAHINDCIE,16.25,,,,,,396.605,314.096,10.31,2.2,2023-03-31,11
MAHLIFE,-4.13,-1.19,170.0,3626.87,,3650.83,-6.91,-10.88,48.9,4.3,2024-12-31,20
MAHLOG,5.01,4.95,118.4,1174.78,,1690.4,79.94,20.93,18.6,4.3,2024-12-31,20
MAHSCOOTER,82.73,0.06,24179.53,27634.79,,30785.58,4.79,4.31,7.85,4.0,2024-12-31,17
MAHSEAMLES,20.0,13.96,513.17,6876.45,,7346.79,281.56,256.37,23.26,4.3,2024-12-31,19
MAITHANALL,23.81,11.02,1424.14,4145.96,,4359.47,126.46,120.13,6.33,4.3,2024-12-31,18
MAJESCO,745.67,,,,,,37.06,36.91,,,2021-06-30,4
MALLCOM,13.84,16.62,510.21,318.37,,329.08,15.7042,13.6746,5.46,3.0,2024-12-31,13
MALUPAPER,-1.68,,,,,,-1.0518,-2.3548,13.71,4.3,2024-12-31,18
MAMATA,18.91,26.62,75.21,185.07,,194.94,13.886,12.973,,,2024-12-31,2
MANAKALUCO,8.42,17.19,21.72,142.35,,226.16,11.7595,9.7195,19.23,4.3,2024-12-31,17
MANAKCOAT,8.4,13.51,32.97,348.96,,444.21,17.2237,15.0032,16.47,4.3,2024-12-31,18
MANAKSIA,13.16,12.27,110.28,722.69,,761.89,24.7186,23.3721,-5.46,4.3,2024-12-31,18
MANAKSTEEL,3.6,4.97,49.74,325.98,,337.79,5.7717,4.1959,-0.98,4.3,2024-12-31,18
MANALIPETC,3.28,-0.36,74.5,1281.46,,1384.08,4.63,-1.26,-9.62,4.3,2024-12-31,18
MANAPPURAM,53.59,,170.87,16050.74,,,1371.87,1301.4,17.72,4.3,2024-12-31,18
MANBA,66.63,9.06,81.56,409.76,,1974.49,45.8861,44.746,96.47,0.5,2024-12-31,3
MANCREDIT,77.43,7.46,81.79,172.7,,509.51,9.8209,9.4965,,,2024-12-31,2
MANGALAM,10.04,16.4,65.11,103.06,,118.39,8.9053,4.8554,-2.08,4.3,2024-12-31,18
MANGCHEFER,11.36,,,,,,109.9072,90.8475,8.33,4.3,2024-12-31,19
MANGLMCEM,11.13,8.22,355.42,977.29,,1434.12,48.7914,29.455,7.63,4.3,2024-12-31,19
MANGTIMBER,-116.01,,,,,,-3.2947,-3.6526,-34.73,0.7,2021-06-30,5
MANINDS,11.51,12.05,278.17,2086.54,,2423.25,84.27,73.03,5.32,4.3,2024-12-31,17
MANINFRA,57.48,23.3,56.15,2266.44,,2355.45,139.2916,137.1886,50.49,4.3,2024-12-31,18
MANKIND,33.83,13.42,394.85,16300.34,,21572.28,810.75,723.72,29.48,1.8,2024-12-31,9
MANOMAY,13.42,20.12,94.72,170.96,,343.9,24.9456,17.3019,10.57,2.0,2024-12-31,9
MANORAMA,27.75,29.07,112.57,672.15,,716.3,58.0559,52.0591,52.26,2.5,2024-12-31,12
MANORG,12.68,11.02,372.01,318.59,,386.79,15.7127,10.6593,-4.31,3.3,2024-12-31,15
MANPASAND,-24288.17,,,,,,-8.6223,-26.5498,,,2020-12-31,2
MANUGRAPH,-59.17,-20.08,19.08,58.04,,79.47,-3.7898,-3.9887,13.35,4.3,2024-12-31,18
MANYAVAR,51.75,36.45,80.85,1964.34,,2474.47,264.584,225.458,9.94,3.0,2024-12-31,14
MAPMYINDIA,44.56,19.81,165.25,904.95,,920.75,51.0444,45.5925,38.21,3.0,2024-12-31,13
MARALOVER,2.36,-3.21,26.68,110.74,,317.89,5.9,-2.55,9.91,4.3,2024-12-31,19
MARATHON,105.18,6.67,337.41,2274.84,,2423.53,40.9385,40.39,70.5,4.3,2024-12-31,18
MARICO,20.58,35.55,32.49,4210.0,,5974.0,575.0,531.0,8.32,4.3,2024-12-31,19
MARINE,8.22,8.85,,492.9,,533.03,15.9359,11.7969,37.12,4.0,2024-12-31,17
MARKSANS,24.44,17.51,66.71,3023.16,,3333.81,166.614,145.926,16.48,4.3,2024-12-31,18
MARSHALL,-4.38,,,,,,-0.4,-1.5098,-0.68,2.5,2024-06-30,11
MARUTI,15.82,16.74,3408.25,107156.3,,112400.8,6134.2,4705.2,18.62,4.3,2024-12-31,19
MASFIN,74.23,8.84,163.91,2974.21,,13689.76,304.13,302.68,24.41,4.3,2024-12-31,18
MASKINVEST,40.62,0.11,199.67,60.92,,60.92,0.0171,0.0171,8.93,4.0,2024-12-31,16
MASTEK,17.72,16.53,965.21,2991.85,,3328.52,154.1,137.55,19.36,4.3,2024-12-31,19
MASTERTR,89.92,1.44,66.41,816.91,,1257.41,4.55,4.54,,,2024-12-31,2
MATRIMONY,18.59,21.97,99.89,206.47,,243.22,20.71,13.36,4.27,4.3,2024-12-31,17
MAWANASUG,27.91,62.93,134.13,524.67,,538.21,93.33,84.67,-4.62,4.3,2024-12-31,18
MAXESTATES,108.45,1.84,148.06,2419.91,,7656.78,43.4231,35.261,70.64,1.3,2024-12-31,6
MAXHEALTH,24.56,9.61,110.43,10746.63,,15044.0,458.8,361.26,28.14,4.3,2024-12-31,18
MAXIND,-7.19,-0.89,77.74,408.3,,507.54,-0.33,-1.13,4.52,4.3,2024-12-31,18
MAXVIL,55.79,,,,,,13.0047,9.2837,-63.52,2.5,2023-03-31,11
MAYURUNIQ,23.98,14.9,260.63,1132.5,,1149.36,49.9802,42.7993,12.61,4.3,2024-12-31,18
MAZDA,23.27,15.42,124.51,249.34,,257.04,10.8853,9.9102,2.86,4.3,2024-12-31,17
MAZDOCK,35.1,36.67,241.83,9754.88,,11602.22,1103.54,1063.68,28.03,4.3,2024-12-31,18
MBAPL,14.44,12.34,62.73,549.7,,1049.05,40.9783,32.3721,47.24,4.3,2024-12-31,18
MBECL,-213.84,-32.62,171.24,570.79,,574.61,-46.0684,-46.8637,-22.47,4.3,2024-12-31,18
MBLINFRA,-12.71,-4.01,62.68,956.0,,1938.86,-3.87,-19.45,-9.46,4.3,2024-12-31,18
MCDHOLDING,-202.86,,,,,,-0.4617,-0.4619,-82.47,1.0,2021-09-30,5
MCDOWELL-N,6.36,,,,,,414.0,341.0,-4.0,3.5,2024-03-31,16
MCL,5.81,12.36,16.84,45.71,,48.37,1.9092,1.4947,-23.75,4.3,2024-12-31,17
MCLEODRUSS,-6.48,-14.46,,,,945.06,-21.66,-34.17,-9.0,4.3,2024-12-31,18
MCLOUD,36.8,20.58,11.65,686.33,,876.72,55.7254,45.0988,,,2024-12-31,1
MEDANTA,26.9,15.56,147.44,3961.57,,5277.87,253.789,205.343,16.55,2.0,2024-12-31,9
MEDIASSIST,23.72,12.71,112.44,838.9,,934.82,44.117,29.698,12.02,1.0,2024-12-31,5
MEDICAMEQ,15.17,6.53,203.16,275.55,,284.07,6.8461,4.6364,10.61,3.3,2024-12-31,14
MEDICO,11.49,19.93,9.09,75.47,,75.76,4.5381,3.774,7.25,2.5,2024-12-31,11
MEDPLUS,11.81,1.77,164.61,1975.36,,3243.24,20.883,14.38,92.66,3.0,2024-12-31,12
MEGASOFT,183.3,,,,,,3.6128,2.7115,-33.72,1.7,2024-12-31,18
MEGASTAR,6.49,10.94,91.08,102.87,,164.53,6.0117,4.4986,23.02,2.8,2024-12-31,12
MEGH,25.84,,,,,,169.9544,136.0342,,,2020-12-31,2
MELSTAR,-39.3,-17.12,2.88,4.87,,4.87,-0.2073,-0.2084,-88.0,0.8,2024-12-31,19
MENONBE,18.91,12.05,33.07,185.35,,211.74,7.4246,6.3788,7.7,4.0,2024-12-31,18
MEP,-2899.57,,,,,,-593.9775,-594.6096,-55.23,3.5,2024-03-31,15
MERCATOR,-623.93,,,,,,-24.77,-25.39,,,2023-12-31,14
METALFORGE,-0.64,,,,,,-0.43,-61.26,82.95,3.0,2023-06-30,12
METROBRAND,35.84,21.43,73.13,1993.15,,3382.3,246.5,181.2,12.45,3.0,2024-12-31,12
METROPOLIS,23.1,10.39,72.98,1513.16,,1804.03,74.5648,46.8682,2.69,4.3,2024-12-31,18
MFL,21.26,,,,,,96.717,65.915,18.21,1.7,2023-06-30,7
MFML,-2.5,-5.17,91.99,97.69,,130.98,-0.9783,-1.6924,0.01,0.5,2024-12-31,3
MFSL,-25.05,,153.04,5281.79,,,-1.18,-1.47,232.88,4.3,2024-12-31,16
MGEL,3.34,24.53,7.52,247.98,,263.61,16.7565,16.169,26.46,4.0,2024-12-31,18
MGL,18.7,16.04,650.71,6427.61,,7022.58,360.703,281.592,34.39,4.3,2024-12-31,19
MHLXMIRU,33.49,32.61,85.38,90.67,,91.79,8.3788,7.4832,-20.6,3.0,2024-12-31,13
MHRIL,26.19,3.8,38.57,777.88,,8914.8,177.6538,84.6615,8.4,4.3,2024-12-31,20
MIC,-6.47,,,,,,-0.22,-0.87,233.61,1.0,2021-09-30,6
MICEL,33.47,6.24,8.97,216.22,,227.11,3.932,3.5419,-24.19,3.0,2024-12-31,12
MIDHANI,24.99,7.28,81.71,1530.82,,2379.18,59.4599,43.2839,9.19,4.3,2024-12-31,18
MINDACORP,12.19,12.21,112.32,2643.51,,3350.34,152.65,102.29,16.43,4.3,2024-12-31,18
