symbol,index_names,index_slugs,sector_hints,index_count,dominant_sector_hint,last_updated
HONASA,NIFTY 500|NIFTY MIDSMALLCAP 400|NIFTY SMALLCAP 250,nifty_500|nifty_midsmallcap_400|nifty_smallcap_250,,3,,2026-06-30
HONAUT,NIFTY 500|NIFTY LARGEMIDCAP 250|NIFTY MIDCAP 150|NIFTY MIDSMALLCAP 400,nifty_500|nifty_largemidcap_250|nifty_midcap_150|nifty_midsmallcap_400,,4,,2026-06-30
HSCL,NIFTY 500|NIFTY MIDSMALLCAP 400|NIFTY SMALLCAP 100|NIFTY SMALLCAP 250,nifty_500|nifty_midsmallcap_400|nifty_smallcap_100|nifty_smallcap_250,,4,,2026-06-30
HUDCO,NIFTY 200|NIFTY 500|NIFTY LARGEMIDCAP 250|NIFTY MIDCAP 100|NIFTY MIDCAP 150|NIFTY MIDSMALLCAP 400,nifty_200|nifty_500|nifty_largemidcap_250|nifty_midcap_100|nifty_midcap_150|nifty_midsmallcap_400,,6,,2026-06-30
HYUNDAI,NIFTY 100|NIFTY 200|NIFTY 500|NIFTY LARGEMIDCAP 250|NIFTY MNC|NIFTY NEXT 50,nifty_100|nifty_200|nifty_500|nifty_largemidcap_250|nifty_mnc|nifty_next_50,,6,,2026-06-30
ICICIAMC,NIFTY 200|NIFTY 500|NIFTY LARGEMIDCAP 250|NIFTY MIDCAP 100|NIFTY MIDCAP 150|NIFTY MIDSMALLCAP 400,nifty_200|nifty_500|nifty_largemidcap_250|nifty_midcap_100|nifty_midcap_150|nifty_midsmallcap_400,,6,,2026-06-30
ICICIBANK,NIFTY 100|NIFTY 200|NIFTY 50|NIFTY 500|NIFTY BANK|NIFTY FINANCIAL SERVICES 25/50|NIFTY LARGEMIDCAP 250,nifty_100|nifty_200|nifty_50|nifty_500|nifty_bank|nifty_financial_services_25_50|nifty_largemidcap_250,BANKING|FINANCIAL_SERVICES,7,BANKING,2026-06-30
ICICIGI,NIFTY 200|NIFTY 500|NIFTY FINANCIAL SERVICES 25/50|NIFTY LARGEMIDCAP 250|NIFTY MIDCAP 100|NIFTY MIDCAP 150|NIFTY MIDCAP 50|NIFTY MIDSMALLCAP 400,nifty_200|nifty_500|nifty_financial_services_25_50|nifty_largemidcap_250|nifty_midcap_100|nifty_midcap_150|nifty_midcap_50|nifty_midsmallcap_400,FINANCIAL_SERVICES,8,FINANCIAL_SERVICES,2026-06-30
ICICIPRULI,NIFTY 500|NIFTY LARGEMIDCAP 250|NIFTY MIDCAP 150|NIFTY MIDSMALLCAP 400,nifty_500|nifty_largemidcap_250|nifty_midcap_150|nifty_midsmallcap_400,,4,,2026-06-30
IDBI,NIFTY 500|NIFTY MIDSMALLCAP 400|NIFTY SMALLCAP 100|NIFTY SMALLCAP 250,nifty_500|nifty_midsmallcap_400|nifty_smallcap_100|nifty_smallcap_250,,4,,2026-06-30
IDEA,NIFTY 200|NIFTY 500|NIFTY LARGEMIDCAP 250|NIFTY MIDCAP 100|NIFTY MIDCAP 150|NIFTY MIDSMALLCAP 400,nifty_200|nifty_500|nifty_largemidcap_250|nifty_midcap_100|nifty_midcap_150|nifty_midsmallcap_400,,6,,2026-06-30
IDFCFIRSTB,NIFTY 200|NIFTY 500|NIFTY BANK|NIFTY LARGEMIDCAP 250|NIFTY MIDCAP 100|NIFTY MIDCAP 150|NIFTY MIDCAP 50|NIFTY MIDSMALLCAP 400,nifty_200|nifty_500|nifty_bank|nifty_largemidcap_250|nifty_midcap_100|nifty_midcap_150|nifty_midcap_50|nifty_midsmallcap_400,BANKING,8,BANKING,2026-06-30
IEX,NIFTY 500|NIFTY MIDSMALLCAP 400|NIFTY SMALLCAP 250,nifty_500|nifty_midsmallcap_400|nifty_smallcap_250,,3,,2026-06-30
IFCI,NIFTY 500|NIFTY MIDSMALLCAP 400|NIFTY SMALLCAP 100|NIFTY SMALLCAP 250,nifty_500|nifty_midsmallcap_400|nifty_smallcap_100|nifty_smallcap_250,,4,,2026-06-30
IGIL,NIFTY 500|NIFTY MIDSMALLCAP 400|NIFTY SMALLCAP 250,nifty_500|nifty_midsmallcap_400|nifty_smallcap_250,,3,,2026-06-30
IGL,NIFTY 500|NIFTY ENERGY|NIFTY MIDSMALLCAP 400|NIFTY OIL & GAS|NIFTY SMALLCAP 100|NIFTY SMALLCAP 250,nifty_500|nifty_energy|nifty_midsmallcap_400|nifty_oil_gas|nifty_smallcap_100|nifty_smallcap_250,ENERGY,6,ENERGY,2026-06-30
IIFL,NIFTY 500|NIFTY MIDSMALLCAP 400|NIFTY SMALLCAP 100|NIFTY SMALLCAP 250,nifty_500|nifty_midsmallcap_400|nifty_smallcap_100|nifty_smallcap_250,,4,,2026-06-30
IKS,NIFTY 500|NIFTY MIDSMALLCAP 400|NIFTY SMALLCAP 100|NIFTY SMALLCAP 250,nifty_500|nifty_midsmallcap_400|nifty_smallcap_100|nifty_smallcap_250,,4,,2026-06-30
INDGN,NIFTY 500|NIFTY MIDSMALLCAP 400|NIFTY SMALLCAP 250,nifty_500|nifty_midsmallcap_400|nifty_smallcap_250,,3,,2026-06-30
INDHOTEL,NIFTY 100|NIFTY 200|NIFTY 500|NIFTY LARGEMIDCAP 250|NIFTY NEXT 50,nifty_100|nifty_200|nifty_500|nifty_largemidcap_250|nifty_next_50,,5,,2026-06-30
INDIACEM,NIFTY 500|NIFTY MIDSMALLCAP 400|NIFTY SMALLCAP 250,nifty_500|nifty_midsmallcap_400|nifty_smallcap_250,,3,,2026-06-30
INDIAMART,NIFTY 500|NIFTY MIDSMALLCAP 400|NIFTY SMALLCAP 250,nifty_500|nifty_midsmallcap_400|nifty_smallcap_250,,3,,2026-06-30
INDIANB,NIFTY 200|NIFTY 500|NIFTY LARGEMIDCAP 250|NIFTY MIDCAP 100|NIFTY MIDCAP 150|NIFTY MIDSMALLCAP 400|NIFTY PSU BANK,nifty_200|nifty_500|nifty_largemidcap_250|nifty_midcap_100|nifty_midcap_150|nifty_midsmallcap_400|nifty_psu_bank,BANKING,7,BANKING,2026-06-30
INDIGO,NIFTY 100|NIFTY 200|NIFTY 50|NIFTY 500|NIFTY LARGEMIDCAP 250,nifty_100|nifty_200|nifty_50|nifty_500|nifty_largemidcap_250,,5,,2026-06-30
INDUSINDBK,NIFTY 200|NIFTY 500|NIFTY BANK|NIFTY LARGEMIDCAP 250|NIFTY MIDCAP 100|NIFTY MIDCAP 150|NIFTY MIDCAP 50|NIFTY MIDSMALLCAP 400,nifty_200|nifty_500|nifty_bank|nifty_largemidcap_250|nifty_midcap_100|nifty_midcap_150|nifty_midcap_50|nifty_midsmallcap_400,BANKING,8,BANKING,2026-06-30
INDUSTOWER,NIFTY 200|NIFTY 500|NIFTY LARGEMIDCAP 250|NIFTY MIDCAP 100|NIFTY MIDCAP 150|NIFTY MIDCAP 50|NIFTY MIDSMALLCAP 400,nifty_200|nifty_500|nifty_largemidcap_250|nifty_midcap_100|nifty_midcap_150|nifty_midcap_50|nifty_midsmallcap_400,,7,,2026-06-30
INFY,NIFTY 100|NIFTY 200|NIFTY 50|NIFTY 500|NIFTY IT|NIFTY LARGEMIDCAP 250,nifty_100|nifty_200|nifty_50|nifty_500|nifty_it|nifty_largemidcap_250,IT,6,IT,2026-06-30
INOXWIND,NIFTY 500|NIFTY ENERGY|NIFTY MIDSMALLCAP 400|NIFTY SMALLCAP 100|NIFTY SMALLCAP 250,nifty_500|nifty_energy|nifty_midsmallcap_400|nifty_smallcap_100|nifty_smallcap_250,ENERGY,5,ENERGY,2026-06-30
INTELLECT,NIFTY 500|NIFTY MIDSMALLCAP 400|NIFTY SMALLCAP 250,nifty_500|nifty_midsmallcap_400|nifty_smallcap_250,,3,,2026-06-30
IOB,NIFTY 500|NIFTY MIDSMALLCAP 400|NIFTY PSU BANK|NIFTY SMALLCAP 250,nifty_500|nifty_midsmallcap_400|nifty_psu_bank|nifty_smallcap_250,BANKING,4,BANKING,2026-06-30
IOC,NIFTY 100|NIFTY 200|NIFTY 500|NIFTY COMMODITIES|NIFTY ENERGY|NIFTY LARGEMIDCAP 250|NIFTY NEXT 50|NIFTY OIL & GAS|NIFTY PSE,nifty_100|nifty_200|nifty_500|nifty_commodities|nifty_energy|nifty_largemidcap_250|nifty_next_50|nifty_oil_gas|nifty_pse,ENERGY,9,ENERGY,2026-06-30
IPCALAB,NIFTY 500|NIFTY HEALTHCARE INDEX|NIFTY LARGEMIDCAP 250|NIFTY MIDCAP 150|NIFTY MIDSMALLCAP 400|NIFTY PHARMA,nifty_500|nifty_healthcare_index|nifty_largemidcap_250|nifty_midcap_150|nifty_midsmallcap_400|nifty_pharma,HEALTHCARE|PHARMA,6,HEALTHCARE,2026-06-30
IRB,NIFTY 500|NIFTY MIDSMALLCAP 400|NIFTY SMALLCAP 250,nifty_500|nifty_midsmallcap_400|nifty_smallcap_250,,3,,2026-06-30
IRCON,NIFTY 500|NIFTY MIDSMALLCAP 400|NIFTY SMALLCAP 100|NIFTY SMALLCAP 250,nifty_500|nifty_midsmallcap_400|nifty_smallcap_100|nifty_smallcap_250,,4,,2026-06-30
IRCTC,NIFTY 200|NIFTY 500|NIFTY LARGEMIDCAP 250|NIFTY MIDCAP 100|NIFTY MIDCAP 150|NIFTY MIDSMALLCAP 400|NIFTY PSE,nifty_200|nifty_500|nifty_largemidcap_250|nifty_midcap_100|nifty_midcap_150|nifty_midsmallcap_400|nifty_pse,,7,,2026-06-30
IREDA,NIFTY 200|NIFTY 500|NIFTY LARGEMIDCAP 250|NIFTY MIDCAP 100|NIFTY MIDCAP 150|NIFTY MIDSMALLCAP 400,nifty_200|nifty_500|nifty_largemidcap_250|nifty_midcap_100|nifty_midcap_150|nifty_midsmallcap_400,,6,,2026-06-30
IRFC,NIFTY 100|NIFTY 200|NIFTY 500|NIFTY LARGEMIDCAP 250|NIFTY NEXT 50|NIFTY PSE,nifty_100|nifty_200|nifty_500|nifty_largemidcap_250|nifty_next_50|nifty_pse,,6,,2026-06-30
ITC,NIFTY 100|NIFTY 200|NIFTY 50|NIFTY 500|NIFTY FMCG|NIFTY LARGEMIDCAP 250,nifty_100|nifty_200|nifty_50|nifty_500|nifty_fmcg|nifty_largemidcap_250,FMCG,6,FMCG,2026-06-30
ITCHOTELS,NIFTY 500|NIFTY LARGEMIDCAP 250|NIFTY MIDCAP 150|NIFTY MIDSMALLCAP 400,nifty_500|nifty_largemidcap_250|nifty_midcap_150|nifty_midsmallcap_400,,4,,2026-06-30
ITI,NIFTY 500|NIFTY MIDSMALLCAP 400|NIFTY SMALLCAP 100|NIFTY SMALLCAP 250,nifty_500|nifty_midsmallcap_400|nifty_smallcap_100|nifty_smallcap_250,,4,,2026-06-30
J&KBANK,NIFTY 500|NIFTY MIDSMALLCAP 400|NIFTY SMALLCAP 250,nifty_500|nifty_midsmallcap_400|nifty_smallcap_250,,3,,2026-06-30
JAINREC,NIFTY 500|NIFTY MIDSMALLCAP 400|NIFTY SMALLCAP 250,nifty_500|nifty_midsmallcap_400|nifty_smallcap_250,,3,,2026-06-30
JBCHEPHARM,NIFTY 500|NIFTY MIDSMALLCAP 400|NIFTY PHARMA|NIFTY SMALLCAP 250,nifty_500|nifty_midsmallcap_400|nifty_pharma|nifty_smallcap_250,PHARMA,4,PHARMA,2026-06-30
JBMA,NIFTY 500|NIFTY MIDSMALLCAP 400|NIFTY SMALLCAP 100|NIFTY SMALLCAP 250,nifty_500|nifty_midsmallcap_400|nifty_smallcap_100|nifty_smallcap_250,,4,,2026-06-30
JINDALSAW,NIFTY 500|NIFTY MIDSMALLCAP 400|NIFTY SMALLCAP 250,nifty_500|nifty_midsmallcap_400|nifty_smallcap_250,,3,,2026-06-30
JINDALSTEL,NIFTY 100|NIFTY 200|NIFTY 500|NIFTY COMMODITIES|NIFTY LARGEMIDCAP 250|NIFTY METAL|NIFTY NEXT 50,nifty_100|nifty_200|nifty_500|nifty_commodities|nifty_largemidcap_250|nifty_metal|nifty_next_50,METAL,7,METAL,2026-06-30
JIOFIN,NIFTY 100|NIFTY 200|NIFTY 50|NIFTY 500|NIFTY FINANCIAL SERVICES 25/50|NIFTY LARGEMIDCAP 250,nifty_100|nifty_200|nifty_50|nifty_500|nifty_financial_services_25_50|nifty_largemidcap_250,FINANCIAL_SERVICES,6,FINANCIAL_SERVICES,2026-06-30
JKCEMENT,NIFTY 500|NIFTY LARGEMIDCAP 250|NIFTY MIDCAP 150|NIFTY MIDSMALLCAP 400,nifty_500|nifty_largemidcap_250|nifty_midcap_150|nifty_midsmallcap_400,,4,,2026-06-30
JKTYRE,NIFTY 500|NIFTY MIDSMALLCAP 400|NIFTY SMALLCAP 250,nifty_500|nifty_midsmallcap_400|nifty_smallcap_250,,3,,2026-06-30
JMFINANCIL,NIFTY 500|NIFTY MIDSMALLCAP 400|NIFTY SMALLCAP 100|NIFTY SMALLCAP 250,nifty_500|nifty_midsmallcap_400|nifty_smallcap_100|nifty_smallcap_250,,4,,2026-06-30
JPPOWER,NIFTY 500|NIFTY ENERGY|NIFTY MIDSMALLCAP 400|NIFTY SMALLCAP 250,nifty_500|nifty_energy|nifty_midsmallcap_400|nifty_smallcap_250,ENERGY,4,ENERGY,2026-06-30
JSL,NIFTY 500|NIFTY LARGEMIDCAP 250|NIFTY METAL|NIFTY MIDCAP 150|NIFTY MIDSMALLCAP 400,nifty_500|nifty_largemidcap_250|nifty_metal|nifty_midcap_150|nifty_midsmallcap_400,METAL,5,METAL,2026-06-30
JSWCEMENT,NIFTY 500|NIFTY MIDSMALLCAP 400|NIFTY SMALLCAP 100|NIFTY SMALLCAP 250,nifty_500|nifty_midsmallcap_400|nifty_smallcap_100|nifty_smallcap_250,,4,,2026-06-30
JSWDULUX,NIFTY 500|NIFTY MIDSMALLCAP 400|NIFTY SMALLCAP 250,nifty_500|nifty_midsmallcap_400|nifty_smallcap_250,,3,,2026-06-30
JSWENERGY,NIFTY 200|NIFTY 500|NIFTY COMMODITIES|NIFTY ENERGY|NIFTY LARGEMIDCAP 250|NIFTY MIDCAP 100|NIFTY MIDCAP 150|NIFTY MIDSMALLCAP 400,nifty_200|nifty_500|nifty_commodities|nifty_energy|nifty_largemidcap_250|nifty_midcap_100|nifty_midcap_150|nifty_midsmallcap_400,ENERGY,8,ENERGY,2026-06-30
JSWINFRA,NIFTY 500|NIFTY LARGEMIDCAP 250|NIFTY MIDCAP 150|NIFTY MIDSMALLCAP 400,nifty_500|nifty_largemidcap_250|nifty_midcap_150|nifty_midsmallcap_400,,4,,2026-06-30
JSWSTEEL,NIFTY 100|NIFTY 200|NIFTY 50|NIFTY 500|NIFTY COMMODITIES|NIFTY LARGEMIDCAP 250|NIFTY METAL,nifty_100|nifty_200|nifty_50|nifty_500|nifty_commodities|nifty_largemidcap_250|nifty_metal,METAL,7,METAL,2026-06-30
JUBLFOOD,NIFTY 200|NIFTY 500|NIFTY LARGEMIDCAP 250|NIFTY MIDCAP 100|NIFTY MIDCAP 150|NIFTY MIDSMALLCAP 400,nifty_200|nifty_500|nifty_largemidcap_250|nifty_midcap_100|nifty_midcap_150|nifty_midsmallcap_400,,6,,2026-06-30
JUBLINGREA,NIFTY 500|NIFTY MIDSMALLCAP 400|NIFTY SMALLCAP 250,nifty_500|nifty_midsmallcap_400|nifty_smallcap_250,,3,,2026-06-30
JUBLPHARMA,NIFTY 500|NIFTY MIDSMALLCAP 400|NIFTY SMALLCAP 250,nifty_500|nifty_midsmallcap_400|nifty_smallcap_250,,3,,2026-06-30
JWL,NIFTY 500|NIFTY MIDSMALLCAP 400|NIFTY SMALLCAP 250,nifty_500|nifty_midsmallcap_400|nifty_smallcap_250,,3,,2026-06-30
JYOTICNC,NIFTY 500|NIFTY MIDSMALLCAP 400|NIFTY SMALLCAP 100|NIFTY SMALLCAP 250,nifty_500|nifty_midsmallcap_400|nifty_smallcap_100|nifty_smallcap_250,,4,,2026-06-30
KAJARIACER,NIFTY 500|NIFTY CONSUMER DURABLES|NIFTY MIDSMALLCAP 400|NIFTY SMALLCAP 250,nifty_500|nifty_consumer_durables|nifty_midsmallcap_400|nifty_smallcap_250,FMCG,4,FMCG,2026-06-30
KALYANKJIL,NIFTY 200|NIFTY 500|NIFTY CONSUMER DURABLES|NIFTY LARGEMIDCAP 250|NIFTY MIDCAP 100|NIFTY MIDCAP 150|NIFTY MIDSMALLCAP 400,nifty_200|nifty_500|nifty_consumer_durables|nifty_largemidcap_250|nifty_midcap_100|nifty_midcap_150|nifty_midsmallcap_400,FMCG,7,FMCG,2026-06-30
KARURVYSYA,NIFTY 500|NIFTY MIDSMALLCAP 400|NIFTY SMALLCAP 100|NIFTY SMALLCAP 250,nifty_500|nifty_midsmallcap_400|nifty_smallcap_100|nifty_smallcap_250,,4,,2026-06-30
KAYNES,NIFTY 500|NIFTY MIDSMALLCAP 400|NIFTY SMALLCAP 100|NIFTY SMALLCAP 250,nifty_500|nifty_midsmallcap_400|nifty_smallcap_100|nifty_smallcap_250,,4,,2026-06-30
KEC,NIFTY 500|NIFTY MIDSMALLCAP 400|NIFTY SMALLCAP 100|NIFTY SMALLCAP 250,nifty_500|nifty_midsmallcap_400|nifty_smallcap_100|nifty_smallcap_250,,4,,2026-06-30
KEI,NIFTY 200|NIFTY 500|NIFTY LARGEMIDCAP 250|NIFTY MIDCAP 100|NIFTY MIDCAP 150|NIFTY MIDSMALLCAP 400,nifty_200|nifty_500|nifty_largemidcap_250|nifty_midcap_100|nifty_midcap_150|nifty_midsmallcap_400,,6,,2026-06-30
KFINTECH,NIFTY 500|NIFTY MIDSMALLCAP 400|NIFTY SMALLCAP 100|NIFTY SMALLCAP 250,nifty_500|nifty_midsmallcap_400|nifty_smallcap_100|nifty_smallcap_250,,4,,2026-06-30
KIMS,NIFTY 500|NIFTY MIDSMALLCAP 400|NIFTY SMALLCAP 250,nifty_500|nifty_midsmallcap_400|nifty_smallcap_250,,3,,2026-06-30
KIRLOSENG,NIFTY 500|NIFTY MIDSMALLCAP 400|NIFTY SMALLCAP 250,nifty_500|nifty_midsmallcap_400|nifty_smallcap_250,,3,,2026-06-30
KOTAKBANK,NIFTY 100|NIFTY 200|NIFTY 50|NIFTY 500|NIFTY BANK|NIFTY FINANCIAL SERVICES 25/50|NIFTY LARGEMIDCAP 250,nifty_100|nifty_200|nifty_50|nifty_500|nifty_bank|nifty_financial_services_25_50|nifty_largemidcap_250,BANKING|FINANCIAL_SERVICES,7,BANKING,2026-06-30
KPIL,NIFTY 500|NIFTY MIDSMALLCAP 400|NIFTY SMALLCAP 250,nifty_500|nifty_midsmallcap_400|nifty_smallcap_250,,3,,2026-06-30
KPITTECH,NIFTY 200|NIFTY 500|NIFTY LARGEMIDCAP 250|NIFTY MIDCAP 100|NIFTY MIDCAP 150|NIFTY MIDSMALLCAP 400,nifty_200|nifty_500|nifty_largemidcap_250|nifty_midcap_100|nifty_midcap_150|nifty_midsmallcap_400,,6,,2026-06-30
KPRMILL,NIFTY 500|NIFTY LARGEMIDCAP 250|NIFTY MIDCAP 150|NIFTY MIDSMALLCAP 400,nifty_500|nifty_largemidcap_250|nifty_midcap_150|nifty_midsmallcap_400,,4,,2026-06-30
LALPATHLAB,NIFTY 500|NIFTY MIDSMALLCAP 400|NIFTY SMALLCAP 100|NIFTY SMALLCAP 250,nifty_500|nifty_midsmallcap_400|nifty_smallcap_100|nifty_smallcap_250,,4,,2026-06-30
LATENTVIEW,NIFTY 500|NIFTY MIDSMALLCAP 400|NIFTY SMALLCAP 250,nifty_500|nifty_midsmallcap_400|nifty_smallcap_250,,3,,2026-06-30
LAURUSLABS,NIFTY 200|NIFTY 500|NIFTY HEALTHCARE INDEX|NIFTY LARGEMIDCAP 250|NIFTY MIDCAP 100|NIFTY MIDCAP 150|NIFTY MIDCAP 50|NIFTY MIDSMALLCAP 400|NIFTY PHARMA,nifty_200|nifty_500|nifty_healthcare_index|nifty_largemidcap_250|nifty_midcap_100|nifty_midcap_150|nifty_midcap_50|nifty_midsmallcap_400|nifty_pharma,HEALTHCARE|PHARMA,9,HEALTHCARE,2026-06-30
LEMONTREE,NIFTY 500|NIFTY MIDSMALLCAP 400|NIFTY SMALLCAP 250,nifty_500|nifty_midsmallcap_400|nifty_smallcap_250,,3,,2026-06-30
LENSKART,NIFTY 200|NIFTY 500|NIFTY LARGEMIDCAP 250|NIFTY MIDCAP 100|NIFTY MIDCAP 150|NIFTY MIDSMALLCAP 400,nifty_200|nifty_500|nifty_largemidcap_250|nifty_midcap_100|nifty_midcap_150|nifty_midsmallcap_400,,6,,2026-06-30
LGEINDIA,NIFTY 200|NIFTY 500|NIFTY CONSUMER DURABLES|NIFTY LARGEMIDCAP 250|NIFTY MIDCAP 100|NIFTY MIDCAP 150|NIFTY MIDSMALLCAP 400,nifty_200|nifty_500|nifty_consumer_durables|nifty_largemidcap_250|nifty_midcap_100|nifty_midcap_150|nifty_midsmallcap_400,FMCG,7,FMCG,2026-06-30
LICHSGFIN,NIFTY 200|NIFTY 500|NIFTY FINANCIAL SERVICES 25/50|NIFTY LARGEMIDCAP 250|NIFTY MIDCAP 100|NIFTY MIDCAP 150|NIFTY MIDSMALLCAP 400,nifty_200|nifty_500|nifty_financial_services_25_50|nifty_largemidcap_250|nifty_midcap_100|nifty_midcap_150|nifty_midsmallcap_400,FINANCIAL_SERVICES,7,FINANCIAL_SERVICES,2026-06-30
LICI,NIFTY 500|NIFTY LARGEMIDCAP 250|NIFTY MIDCAP 150|NIFTY MIDSMALLCAP 400,nifty_500|nifty_largemidcap_250|nifty_midcap_150|nifty_midsmallcap_400,,4,,2026-06-30
LINDEINDIA,NIFTY 500|NIFTY LARGEMIDCAP 250|NIFTY MIDCAP 150|NIFTY MIDSMALLCAP 400|NIFTY MNC,nifty_500|nifty_largemidcap_250|nifty_midcap_150|nifty_midsmallcap_400|nifty_mnc,,5,,2026-06-30
LLOYDSME,NIFTY 500|NIFTY LARGEMIDCAP 250|NIFTY METAL|NIFTY MIDCAP 150|NIFTY MIDSMALLCAP 400,nifty_500|nifty_largemidcap_250|nifty_metal|nifty_midcap_150|nifty_midsmallcap_400,METAL,5,METAL,2026-06-30
LODHA,NIFTY 100|NIFTY 200|NIFTY 500|NIFTY LARGEMIDCAP 250|NIFTY NEXT 50|NIFTY REALTY,nifty_100|nifty_200|nifty_500|nifty_largemidcap_250|nifty_next_50|nifty_realty,REALTY,6,REALTY,2026-06-30
LT,NIFTY 100|NIFTY 200|NIFTY 50|NIFTY 500|NIFTY LARGEMIDCAP 250,nifty_100|nifty_200|nifty_50|nifty_500|nifty_largemidcap_250,,5,,2026-06-30
LTF,NIFTY 200|NIFTY 500|NIFTY LARGEMIDCAP 250|NIFTY MIDCAP 100|NIFTY MIDCAP 150|NIFTY MIDSMALLCAP 400,nifty_200|nifty_500|nifty_largemidcap_250|nifty_midcap_100|nifty_midcap_150|nifty_midsmallcap_400,,6,,2026-06-30
LTFOODS,NIFTY 500|NIFTY MIDSMALLCAP 400|NIFTY SMALLCAP 250,nifty_500|nifty_midsmallcap_400|nifty_smallcap_250,,3,,2026-06-30
LTM,NIFTY 100|NIFTY 200|NIFTY 500|NIFTY IT|NIFTY LARGEMIDCAP 250|NIFTY NEXT 50,nifty_100|nifty_200|nifty_500|nifty_it|nifty_largemidcap_250|nifty_next_50,IT,6,IT,2026-06-30
LTTS,NIFTY 500|NIFTY LARGEMIDCAP 250|NIFTY MIDCAP 150|NIFTY MIDSMALLCAP 400,nifty_500|nifty_largemidcap_250|nifty_midcap_150|nifty_midsmallcap_400,,4,,2026-06-30
LUPIN,NIFTY 200|NIFTY 500|NIFTY HEALTHCARE INDEX|NIFTY LARGEMIDCAP 250|NIFTY MIDCAP 100|NIFTY MIDCAP 150|NIFTY MIDCAP 50|NIFTY MIDSMALLCAP 400|NIFTY PHARMA,nifty_200|nifty_500|nifty_healthcare_index|nifty_largemidcap_250|nifty_midcap_100|nifty_midcap_150|nifty_midcap_50|nifty_midsmallcap_400|nifty_pharma,HEALTHCARE|PHARMA,9,HEALTHCARE,2026-06-30
M&M,NIFTY 100|NIFTY 200|NIFTY 50|NIFTY 500|NIFTY AUTO|NIFTY LARGEMIDCAP 250,nifty_100|nifty_200|nifty_50|nifty_500|nifty_auto|nifty_largemidcap_250,AUTO,6,AUTO,2026-06-30
M&MFIN,NIFTY 200|NIFTY 500|NIFTY LARGEMIDCAP 250|NIFTY MIDCAP 100|NIFTY MIDCAP 150|NIFTY MIDSMALLCAP 400,nifty_200|nifty_500|nifty_largemidcap_250|nifty_midcap_100|nifty_midcap_150|nifty_midsmallcap_400,,6,,2026-06-30
MAHABANK,NIFTY 500|NIFTY LARGEMIDCAP 250|NIFTY MIDCAP 150|NIFTY MIDSMALLCAP 400|NIFTY PSU BANK,nifty_500|nifty_largemidcap_250|nifty_midcap_150|nifty_midsmallcap_400|nifty_psu_bank,BANKING,5,BANKING,2026-06-30
MANAPPURAM,NIFTY 500|NIFTY MIDSMALLCAP 400|NIFTY SMALLCAP 100|NIFTY SMALLCAP 250,nifty_500|nifty_midsmallcap_400|nifty_smallcap_100|nifty_smallcap_250,,4,,2026-06-30
MANKIND,NIFTY 200|NIFTY 500|NIFTY HEALTHCARE INDEX|NIFTY LARGEMIDCAP 250|NIFTY MIDCAP 100|NIFTY MIDCAP 150|NIFTY MIDCAP 50|NIFTY MIDSMALLCAP 400|NIFTY PHARMA,nifty_200|nifty_500|nifty_healthcare_index|nifty_largemidcap_250|nifty_midcap_100|nifty_midcap_150|nifty_midcap_50|nifty_midsmallcap_400|nifty_pharma,HEALTHCARE|PHARMA,9,HEALTHCARE,2026-06-30
MAPMYINDIA,NIFTY 500|NIFTY MIDSMALLCAP 400|NIFTY SMALLCAP 250,nifty_500|nifty_midsmallcap_400|nifty_smallcap_250,,3,,2026-06-30
MARICO,NIFTY 200|NIFTY 500|NIFTY FMCG|NIFTY LARGEMIDCAP 250|NIFTY MIDCAP 100|NIFTY MIDCAP 150|NIFTY MIDCAP 50|NIFTY MIDSMALLCAP 400,nifty_200|nifty_500|nifty_fmcg|nifty_largemidcap_250|nifty_midcap_100|nifty_midcap_150|nifty_midcap_50|nifty_midsmallcap_400,FMCG,8,FMCG,2026-06-30
MARUTI,NIFTY 100|NIFTY 200|NIFTY 50|NIFTY 500|NIFTY AUTO|NIFTY LARGEMIDCAP 250|NIFTY MNC,nifty_100|nifty_200|nifty_50|nifty_500|nifty_auto|nifty_largemidcap_250|nifty_mnc,AUTO,7,AUTO,2026-06-30
MAXHEALTH,NIFTY 100|NIFTY 200|NIFTY 50|NIFTY 500|NIFTY HEALTHCARE INDEX|NIFTY LARGEMIDCAP 250,nifty_100|nifty_200|nifty_50|nifty_500|nifty_healthcare_index|nifty_largemidcap_250,HEALTHCARE,6,HEALTHCARE,2026-06-30
