symbol,sector,bull_run_score,label,accumulation_score,ml_bull_run_score
MAYURUNIQ,TEXTILES,46.49,WATCHLIST,0.34658733,58.79
KISSHT,IT,46.48,WATCHLIST,0.13270742,58.29
INGERRAND,CAPITAL_GOODS,46.47,WATCHLIST,0.12294569,58.21
LANCORHOL,REALTY,46.47,WATCHLIST,14.962429,60.96
MOQUALITY,OTHER,46.45,WATCHLIST,16.495596,60.54
GRINDWELL,CAPITAL_GOODS,46.42,WATCHLIST,1.4700733,60.08
MIDCAPIETF,OTHER,46.41,WATCHLIST,60.598427,64.22
IEX,FINANCIAL_SERVICES,46.41,WATCHLIST,0.55386776,59.81
MAHKTECH,OTHER,46.4,WATCHLIST,1.5988473,59.2
ASIANHOTNR,HOSPITALITY,46.4,WATCHLIST,0.23860094,59.61
SONAMLTD,CAPITAL_GOODS,46.39,WATCHLIST,0.24800473,59.67
FIVESTAR,FINANCIAL_SERVICES,46.39,WATCHLIST,1.7250739,60.23
INFY,IT,46.37,WATCHLIST,0.88722277,58.56
FMGOETZE,AUTO,46.37,WATCHLIST,0.19563156,59.9
GROWWCHEM,OTHER,46.36,WATCHLIST,71.13101,74.86
TATASTEEL,METAL,46.36,WATCHLIST,0.13812502,58.87
WABAG,INFRASTRUCTURE,46.35,WATCHLIST,0.09834601,59.83
ADL,REALTY,46.34,WATCHLIST,3.9961345,60.89
MNC,OTHER,46.33,WATCHLIST,30.093866,61.03
DEEPAKFERT,CHEMICALS,46.31,WATCHLIST,0.09798501,59.51
21STCENMGM,FINANCIAL_SERVICES,46.3,WATCHLIST,0.95523775,59.94
LXCHEM,CHEMICALS,46.3,WATCHLIST,8.86124,62.05
KAMAHOLD,FINANCIAL_SERVICES,46.3,WATCHLIST,0.06315982,58.99
SAPPL,CHEMICALS,46.27,WATCHLIST,0.48967823,59.26
MPHASIS,IT,46.26,WATCHLIST,0.13066709,59.83
GANESHHOU,REALTY,46.24,WATCHLIST,0.18035972,59.73
WINDLAS,PHARMA,46.24,WATCHLIST,0.1443239,59.84
AVTNPL,AGRICULTURE,46.23,WATCHLIST,0.7673648,59.94
QUALITY30,OTHER,46.23,WATCHLIST,19.829645,61.7
MOMNC,OTHER,46.22,WATCHLIST,54.52115,68.67
MULTICAP,OTHER,46.19,WATCHLIST,65.32827,62.95
ALPHA,OTHER,46.17,WATCHLIST,47.906574,62.37
ARKADE,CAPITAL_GOODS,46.16,WATCHLIST,1.1037966,60.01
SNXT50BETA,OTHER,46.13,WATCHLIST,65.60317,68.43
SIRCA,CHEMICALS,46.12,WATCHLIST,0.60478747,58.86
HDFCBSE500,OTHER,46.12,WATCHLIST,63.796436,66.69
BCLIND,FMCG,46.11,WATCHLIST,0.08359425,59.75
GROWWSC250,OTHER,46.1,WATCHLIST,47.11241,63.58
MAFANG,OTHER,46.1,WATCHLIST,3.8499053,58.99
CHEMICAL,OTHER,46.09,WATCHLIST,57.479454,71.15
GRAVITA,METAL,46.08,WATCHLIST,0.028077416,55.42
RADAAN,MEDIA,46.07,WATCHLIST,0.07217017,59.9
DLF,REALTY,46.06,WATCHLIST,0.34276128,59.92
HNGSNGBEES,OTHER,46.04,WATCHLIST,13.482314,61.26
DBOL,OTHER,46.04,WATCHLIST,19.333057,61.05
SIYSIL,TEXTILES,46.03,WATCHLIST,5.978182,60.43
DMCC,CHEMICALS,46.01,WATCHLIST,0.0705087,59.73
SAHLIBHFI,FINANCIAL_SERVICES,45.99,WATCHLIST,0.05043778,57.8
MAXIND,FINANCIAL_SERVICES,45.98,WATCHLIST,0.33782318,59.98
UNIONBANK,BANKING,45.96,WATCHLIST,1.2843081,60.07
JITFINFRA,LOGISTICS,45.96,WATCHLIST,73.20337,74.5
DIVOPPBEES,OTHER,45.95,WATCHLIST,37.124043,64.62
CCL,FMCG,45.93,WATCHLIST,0.088976495,59.55
BRITANNIA,FMCG,45.93,WATCHLIST,0.33796403,59.79
IZMO,IT,45.92,WATCHLIST,0.30256623,57.53
NIF100IETF,OTHER,45.92,WATCHLIST,43.088047,63.07
TCS,IT,45.91,WATCHLIST,0.5897336,58.92
LICNFNHGP,OTHER,45.87,WATCHLIST,19.267174,60.93
MONIFTY500,OTHER,45.87,WATCHLIST,35.78519,60.94
GOKEX,TEXTILES,45.86,WATCHLIST,0.13258423,59.25
URBANCO,RETAIL,45.86,WATCHLIST,53.19303,74.31
GRAUWEIL,CHEMICALS,45.84,WATCHLIST,0.13614771,59.2
AYE,FINANCIAL_SERVICES,45.84,WATCHLIST,0.08175363,57.95
ASAHIINDIA,AUTO,45.84,WATCHLIST,0.12748963,59.11
RAMBHAJO,OTHER,45.83,WATCHLIST,0.33575308,59.74
SKFINDUS,CAPITAL_GOODS,45.83,WATCHLIST,0.21889983,55.51
NIFTYETF,OTHER,45.82,WATCHLIST,23.430548,60.91
ASTRAL,CAPITAL_GOODS,45.81,WATCHLIST,0.71426773,59.53
HINDOILEXP,ENERGY,45.81,WATCHLIST,0.05751958,59.51
THAKDEV,REALTY,45.81,WATCHLIST,0.130932,59.62
AONETOTAL,OTHER,45.79,WATCHLIST,48.36006,62.12
MOGSEC,OTHER,45.79,WATCHLIST,29.968166,60.94
ESG,OTHER,45.77,WATCHLIST,25.437746,62.45
IDFNIFTYET,OTHER,45.74,WATCHLIST,27.274004,61.4
TOP100CASE,OTHER,45.72,WATCHLIST,27.247778,60.87
SMALLCAP,OTHER,45.68,WATCHLIST,28.866213,61.31
ULTRAMAR,CHEMICALS,45.68,WATCHLIST,0.5689019,58.72
PNCINFRA,INFRASTRUCTURE,45.67,WATCHLIST,0.3210959,60.02
MIDCAPADD,OTHER,45.64,WATCHLIST,37.358494,62.53
MANUFGBEES,OTHER,45.64,WATCHLIST,16.912651,60.69
XTGLOBAL,IT,45.61,WATCHLIST,0.5454639,60.2
UFLEX,CHEMICALS,45.61,WATCHLIST,0.20147516,59.88
PREMCO,TEXTILES,45.61,WATCHLIST,7.012888,61.79
NSLNISP,METAL,45.6,WATCHLIST,0.21954682,59.74
SETFNIF50,OTHER,45.59,WATCHLIST,23.759422,61.19
LICNETFN50,OTHER,45.59,WATCHLIST,19.240822,60.86
POLYCAB,CAPITAL_GOODS,45.58,WATCHLIST,0.19224608,59.85
KIRLOSIND,CAPITAL_GOODS,45.57,WATCHLIST,0.26283532,59.87
BSLNIFTY,OTHER,45.56,WATCHLIST,17.430002,60.71
RELTD,CAPITAL_GOODS,45.54,WATCHLIST,0.1587133,59.8
SMALL250,OTHER,45.53,WATCHLIST,35.12947,61.8
KFINTECH,METAL,45.53,WATCHLIST,0.17971352,59.78
KPL,PHARMA,45.53,WATCHLIST,0.2067303,59.06
SATIN,FINANCIAL_SERVICES,45.51,WATCHLIST,0.43623927,59.67
MSCI360,OTHER,45.5,WATCHLIST,31.633652,60.97
MOSERVICE,OTHER,45.48,WATCHLIST,24.275223,60.63
PACEDIGITK,TELECOM,45.48,WATCHLIST,0.10859439,57.97
KWIL,FMCG,45.47,WATCHLIST,1.0897716,58.98
COUNCODOS,REALTY,45.47,WATCHLIST,0.2647914,60.0
BSE500IETF,OTHER,45.47,WATCHLIST,25.037224,60.87
NIFTYBEES,OTHER,45.43,WATCHLIST,22.143633,61.02
STARPAPER,CHEMICALS,45.42,WATCHLIST,0.05407971,59.9
KENNAMET,CAPITAL_GOODS,45.41,WATCHLIST,0.3501899,59.74
GROWWN200,OTHER,45.4,WATCHLIST,6.577345,60.2
MOM50,OTHER,45.4,WATCHLIST,23.546158,60.9
NETF,OTHER,45.4,WATCHLIST,23.503942,60.8
MANINDS,METAL,45.4,WATCHLIST,0.2066587,56.88
SHIVATEX,TEXTILES,45.4,WATCHLIST,0.1761085,58.93
TI,FMCG,45.39,WATCHLIST,1.934488,59.99
SCHAEFFLER,AUTO,45.38,WATCHLIST,0.14434445,59.66
MIDSMALL,OTHER,45.38,WATCHLIST,11.060942,60.4
NEXT50BETA,OTHER,45.37,WATCHLIST,37.553314,61.53
AONENIFTY,OTHER,45.37,WATCHLIST,29.952154,61.25
PFC,FINANCIAL_SERVICES,45.37,WATCHLIST,0.11056461,58.66
MVGJL,FMCG,45.36,WATCHLIST,0.06162038,59.63
NUVAMA,FINANCIAL_SERVICES,45.36,WATCHLIST,0.3400393,58.6
SARDAEN,METAL,45.32,WATCHLIST,0.15786746,57.82
JPPOWER,POWER,45.31,WATCHLIST,1.9534634,59.94
NEXT50ADD,OTHER,45.29,WATCHLIST,25.917858,62.12
PSPPROJECT,INFRASTRUCTURE,45.29,WATCHLIST,0.20561247,59.11
SAGILITY,IT,45.28,WATCHLIST,2.0693233,59.73
COMFINTE,FMCG,45.27,WATCHLIST,59.3718,75.57
SHANTIGOLD,CAPITAL_GOODS,45.25,WATCHLIST,0.29660097,59.76
SHREEPUSHK,CHEMICALS,45.24,WATCHLIST,0.0876,59.67
MSCIADD,OTHER,45.23,WATCHLIST,22.403719,61.07
MRF,AUTO,45.22,WATCHLIST,0.038670916,59.54
ESENSEX,OTHER,45.22,WATCHLIST,4.677938,59.61
POWERGRID,POWER,45.22,WATCHLIST,0.06405865,59.53
RADIOCITY,MEDIA,45.22,WATCHLIST,0.72935367,59.99
GROWWMC150,OTHER,45.22,WATCHLIST,24.711613,61.09
KEI,CAPITAL_GOODS,45.21,WATCHLIST,0.07815251,59.84
MIDCAPBETA,OTHER,45.21,WATCHLIST,26.248573,62.09
IIFLCAPS,FINANCIAL_SERVICES,45.21,WATCHLIST,0.5386261,60.0
MASFIN,FINANCIAL_SERVICES,45.2,WATCHLIST,0.04589978,58.86
SENSEXETF,OTHER,45.2,WATCHLIST,13.905899,60.51
GROWWNIFTY,OTHER,45.19,WATCHLIST,22.634884,60.86
NIFTYADD,OTHER,45.19,WATCHLIST,23.560135,60.75
SMARTWORKS,REALTY,45.17,WATCHLIST,1.7472903,59.97
HARSHA,CAPITAL_GOODS,45.16,WATCHLIST,0.07349604,59.45
NIFTYCASE,OTHER,45.16,WATCHLIST,19.921606,60.61
EBBETF0433,OTHER,45.15,WATCHLIST,49.47355,63.15
ENIFTY,OTHER,45.15,WATCHLIST,17.52599,60.72
NIFTYIETF,OTHER,45.14,WATCHLIST,11.218603,60.91
SBINMID150,OTHER,45.11,WATCHLIST,20.524906,61.87
AADHARHFC,FINANCIAL_SERVICES,45.11,WATCHLIST,0.2014322,58.27
MASTEK,IT,45.1,WATCHLIST,0.69992894,60.02
BANARISUG,FMCG,45.1,WATCHLIST,0.018849796,51.0
MONIFTY100,OTHER,45.09,WATCHLIST,6.9490128,60.1
EPL,CHEMICALS,45.09,WATCHLIST,0.023851488,58.6
BOROSCI,CAPITAL_GOODS,45.07,WATCHLIST,0.44431353,58.4
WENDT,CAPITAL_GOODS,45.07,WATCHLIST,0.65128225,59.67
JAYBARMARU,AUTO,45.05,WATCHLIST,0.32840052,56.95
IDEA,TELECOM,45.05,WATCHLIST,0.21836036,59.0
AURUM,IT,45.04,WATCHLIST,0.21290793,59.62
ROSSELLIND,FMCG,45.04,WATCHLIST,0.11141298,59.58
NIFTY1,OTHER,45.04,WATCHLIST,8.502601,60.43
TIL,AUTO,45.04,WATCHLIST,33.598404,72.7
GROWWMETAL,OTHER,45.03,WATCHLIST,7.0214114,60.18
HDFCNIF100,OTHER,45.01,WATCHLIST,9.75637,60.31
TIJARIA,CAPITAL_GOODS,45.0,WATCHLIST,90.66439,77.53
WIPRO,IT,44.97,WATCHLIST,0.38575363,45.25
PREMIERENE,CAPITAL_GOODS,44.96,WATCHLIST,0.14573698,58.67
DRAGARWQ,HEALTHCARE,44.95,WATCHLIST,0.37220517,59.8
STALLION,PHARMA,44.94,WATCHLIST,89.51085,65.24
TAINWALCHM,CHEMICALS,44.94,WATCHLIST,0.1703461,59.64
AMNPLST,CHEMICALS,44.94,WATCHLIST,0.07825494,59.88
MCCHRLS-B,HOSPITALITY,44.93,WATCHLIST,0.1465558,59.75
GKSL,HEALTHCARE,44.93,WATCHLIST,0.17237236,55.85
NIF100BEES,OTHER,44.93,WATCHLIST,6.9701753,60.13
DIVIDEND,OTHER,44.92,WATCHLIST,3.343317,60.18
LICI,FINANCIAL_SERVICES,44.91,WATCHLIST,0.076958925,55.04
MOLDTECH,CHEMICALS,44.9,WATCHLIST,32.541557,65.59
AMBER,CAPITAL_GOODS,44.87,WATCHLIST,0.10017597,59.63
HECPROJECT,INFRASTRUCTURE,44.86,WATCHLIST,0.09096252,56.97
LICNETFSEN,OTHER,44.85,WATCHLIST,4.557958,60.27
BANSWRAS,TEXTILES,44.84,WATCHLIST,0.053868756,58.55
SANDHAR,HOSPITALITY,44.84,WATCHLIST,0.3107642,58.95
NIFTYBETF,OTHER,44.81,WATCHLIST,3.3866973,60.04
SMALLADD,OTHER,44.81,WATCHLIST,4.703356,60.43
ALPHAETF,OTHER,44.8,WATCHLIST,26.528008,61.06
GROWWHOSPI,OTHER,44.8,WATCHLIST,16.338781,61.01
TOP15IETF,OTHER,44.8,WATCHLIST,5.010737,60.03
AMBICAAGAR,FMCG,44.8,WATCHLIST,0.051828887,59.58
VIYASH,PHARMA,44.79,WATCHLIST,1.0509987,43.46
IITL,FINANCIAL_SERVICES,44.78,WATCHLIST,1.5541613,59.24
BSLSENETFG,OTHER,44.77,WATCHLIST,1.8409365,59.97
SUPERHOUSE,TEXTILES,44.74,WATCHLIST,0.16204341,59.94
SBIN,BANKING,44.74,WATCHLIST,0.46845233,59.94
DHAMPURSUG,FMCG,44.73,WATCHLIST,0.31530052,59.28
PODDARMENT,CHEMICALS,44.73,WATCHLIST,0.02841501,56.97
AHCL,PHARMA,44.72,WATCHLIST,0.12251035,52.37
KNAGRI,FMCG,44.71,WATCHLIST,0.04031211,41.17
COMMOIETF,OTHER,44.7,WATCHLIST,2.3797874,59.72
SAMMAANCAP,FINANCIAL_SERVICES,44.69,WATCHLIST,0.09570218,59.68
AARTIDRUGS,PHARMA,44.69,WATCHLIST,0.17237057,59.95
HALEOSLABS,PHARMA,44.68,WATCHLIST,0.03500691,55.08
POLYMED,HEALTHCARE,44.67,WATCHLIST,0.6172273,59.93
APOLLO,DEFENCE,44.67,WATCHLIST,0.22581643,59.79
KIRLOSBROS,CAPITAL_GOODS,44.67,WATCHLIST,0.14371838,59.42
HDFCNIFTY,OTHER,44.65,WATCHLIST,2.9172766,59.85
ELM250,OTHER,44.64,WATCHLIST,2.3474426,60.01
KOTAKBANK,BANKING,44.63,WATCHLIST,0.03721483,46.98
BANKETF,OTHER,44.61,WATCHLIST,4.704874,59.9
MOSMALL250,OTHER,44.6,WATCHLIST,6.421381,59.99
GODREJCP,FMCG,44.59,WATCHLIST,0.1482668,59.49
KAYA,HEALTHCARE,44.59,WATCHLIST,25.549858,66.45
TMPV,AUTO,44.59,WATCHLIST,0.07797505,58.36
SETFNIFBK,OTHER,44.57,WATCHLIST,5.319143,59.93
ONEPOINT,IT,44.56,WATCHLIST,0.044100314,58.56
ADANIGREEN,POWER,44.56,WATCHLIST,0.5109987,59.62
TAJGVK,HOSPITALITY,44.56,WATCHLIST,0.20184818,60.0
REPRO,MEDIA,44.53,WATCHLIST,0.2511817,59.74
TTKPRESTIG,FMCG,44.53,WATCHLIST,1.1634973,59.84
EBBETF0431,OTHER,44.52,WATCHLIST,7.5879655,60.11
LTGILTBEES,OTHER,44.52,WATCHLIST,7.2886457,60.04
ENEXT50,OTHER,44.52,WATCHLIST,2.5412054,60.05
RELAXO,FMCG,44.51,WATCHLIST,0.49758744,59.95
NHPC,POWER,44.51,WATCHLIST,0.061505083,58.99
BFSI,OTHER,44.5,WATCHLIST,2.1784265,59.91
HDFCSENSEX,OTHER,44.5,WATCHLIST,1.158144,59.93
SENSEXIETF,OTHER,44.49,WATCHLIST,1.4066767,59.87
GLOBAL,HEALTHCARE,44.48,WATCHLIST,0.06996645,56.04
BENGALASM,FINANCIAL_SERVICES,44.46,WATCHLIST,0.06389262,59.31
PRIMESECU,FINANCIAL_SERVICES,44.43,WATCHLIST,0.037490677,57.36
INFRAIETF,OTHER,44.42,WATCHLIST,2.8246257,59.86
GSEC10IETF,OTHER,44.41,WATCHLIST,7.4824276,59.91
EBANKNIFTY,OTHER,44.4,WATCHLIST,3.1680703,59.9
GENUSPOWER,INFRASTRUCTURE,44.38,WATCHLIST,0.024984088,59.77
RHIM,CAPITAL_GOODS,44.38,WATCHLIST,0.04260322,56.46
CHEVIOT,TEXTILES,44.35,WATCHLIST,0.0780353,59.71
GIPCL,CAPITAL_GOODS,44.35,WATCHLIST,0.09110365,59.72
ISFT,RETAIL,44.34,WATCHLIST,0.11313532,59.47
ANUP,CAPITAL_GOODS,44.34,WATCHLIST,0.08022579,58.35
NIFTYBETA,OTHER,44.34,WATCHLIST,0.78435594,59.95
LTTS,IT,44.33,WATCHLIST,0.1264508,59.66
VIMTALABS,HEALTHCARE,44.33,WATCHLIST,54.656082,70.87
MOMENTUM50,OTHER,44.33,WATCHLIST,3.4294426,59.83
KSR,OTHER,44.32,WATCHLIST,0.08219037,56.89
ESCORTS,AUTO,44.32,WATCHLIST,0.9398142,59.68
EBBETF0430,OTHER,44.32,WATCHLIST,7.895149,60.13
AONELIQUID,OTHER,44.31,WATCHLIST,5.47245,60.11
LICNETFGSC,OTHER,44.29,WATCHLIST,6.021503,60.01
SMALLGROWW,OTHER,44.27,WATCHLIST,0.7007736,59.86
MOVALUE,OTHER,44.27,WATCHLIST,1.7349753,59.67
HEMIPROP,REALTY,44.25,WATCHLIST,0.7730968,59.84
UMIYA-MRO,TELECOM,44.24,WATCHLIST,0.06756026,59.83
NORTHARC,FINANCIAL_SERVICES,44.24,WATCHLIST,0.16066435,58.31
SENSEXADD,OTHER,44.24,WATCHLIST,1.3028735,59.95
CEMPRO,INFRASTRUCTURE,44.23,WATCHLIST,0.49417588,59.72
GKWLIMITED,FINANCIAL_SERVICES,44.22,WATCHLIST,0.047935072,53.25
MIDCAP,OTHER,44.22,WATCHLIST,1.412596,46.96
FINEORG,CHEMICALS,44.22,WATCHLIST,0.26564002,55.97
LIQUIDBETF,OTHER,44.21,WATCHLIST,5.158394,60.1
DCI,OTHER,44.19,WATCHLIST,11.657039,41.08
CASTROLIND,ENERGY,44.19,WATCHLIST,0.030246746,50.44
GROWWLIQID,OTHER,44.17,WATCHLIST,7.2642198,60.14
MARUTI,AUTO,44.17,WATCHLIST,1.0146635,59.38
LIQUIDADD,OTHER,44.16,WATCHLIST,4.9962983,60.12
MOTOUR,OTHER,44.15,WATCHLIST,0.71115774,59.68
TOP10ADD,OTHER,44.15,WATCHLIST,1.0511128,59.81
MONQ50,OTHER,44.14,WATCHLIST,5.900394,59.95
ASTRAZEN,PHARMA,44.14,WATCHLIST,0.025557794,59.63
LIQUIDCASE,OTHER,44.14,WATCHLIST,5.1493826,60.14
SEIL,HEALTHCARE,44.12,WATCHLIST,0.24211532,59.28
RADHIKAJWE,FMCG,44.1,WATCHLIST,0.26487,59.7
NMDC,METAL,44.09,WATCHLIST,0.048529085,59.16
SMALLIETF,OTHER,44.09,WATCHLIST,0.80221874,59.85
GILT5YBEES,OTHER,44.09,WATCHLIST,3.0772815,60.05
PARKHOTELS,HOSPITALITY,44.08,WATCHLIST,0.06326878,59.5
CMPDI,INFRASTRUCTURE,44.07,WATCHLIST,0.11468077,57.16
BIMETAL,AUTO,44.07,WATCHLIST,0.15243553,59.74
TATACONSUM,FMCG,44.06,WATCHLIST,0.049940318,59.1
BANKBEES,OTHER,44.06,WATCHLIST,2.9511032,59.83
MAXHEALTH,HEALTHCARE,44.05,WATCHLIST,0.17388809,59.72
PCBL,CHEMICALS,44.05,WATCHLIST,2.6105895,60.08
RAMANEWS,CHEMICALS,44.04,WATCHLIST,0.41900676,56.78
IOB,TEXTILES,44.04,WATCHLIST,0.03936032,59.71
GROWWDEFNC,OTHER,44.04,WATCHLIST,1.1927958,59.75
WELSPLSOL,METAL,44.03,WATCHLIST,0.10752442,59.69
KRYSTAL,OTHER,44.03,WATCHLIST,0.035322603,58.76
PVSL,AUTO,44.02,WATCHLIST,0.21743207,59.78
HGS,IT,44.0,WATCHLIST,0.065123655,59.84
LIQGRWBEES,OTHER,43.99,WATCHLIST,4.5239415,60.1
ELECTHERM,METAL,43.99,WATCHLIST,0.21309666,59.09
WPIL,CAPITAL_GOODS,43.97,WATCHLIST,0.056699675,59.04
WEL,FMCG,43.97,WATCHLIST,0.78275454,59.93
BLUEJET,PHARMA,43.96,WATCHLIST,2.4106462,60.16
CONS,OTHER,43.94,WATCHLIST,0.81668943,33.16
MOMIDMTM,OTHER,43.92,WATCHLIST,1.0912348,59.71
VISHNU,CHEMICALS,43.92,WATCHLIST,0.09911191,58.62
IWP,CHEMICALS,43.92,WATCHLIST,0.056986824,56.51
LIQUID1,OTHER,43.91,WATCHLIST,3.8246295,60.09
ASHIMASYN,TEXTILES,43.89,WATCHLIST,0.4168314,59.33
SENSEXBETA,OTHER,43.88,WATCHLIST,1.1084661,59.84
PIRAMALFIN,FINANCIAL_SERVICES,43.88,WATCHLIST,0.273559,31.1
MIDHANI,DEFENCE,43.88,WATCHLIST,0.04936339,59.13
VAL30IETF,OTHER,43.88,WATCHLIST,1.0745133,59.67
SETFGOLD,OTHER,43.87,WATCHLIST,0.975026,58.66
SINTERCOM,AUTO,43.86,WATCHLIST,0.2132765,46.43
OILIETF,OTHER,43.86,WATCHLIST,1.0028012,59.64
SBISMLETF,OTHER,43.85,WATCHLIST,0.53397954,59.78
INDOSTAR,FINANCIAL_SERVICES,43.84,WATCHLIST,0.068110906,58.13
HDFCGOLD,OTHER,43.83,WATCHLIST,0.5219259,58.5
PSUBNKBEES,OTHER,43.81,WATCHLIST,0.7784281,59.7
QGOLDHALF,OTHER,43.81,WATCHLIST,0.82133126,58.72
GILT5BETA,OTHER,43.8,WATCHLIST,0.8639574,59.89
VOLTAS,FMCG,43.8,WATCHLIST,0.17485903,58.93
BANARBEADS,FMCG,43.79,WATCHLIST,0.9080085,59.35
SETF10GILT,OTHER,43.79,WATCHLIST,1.252953,59.94
BANKBETF,OTHER,43.79,WATCHLIST,0.8416013,59.82
GROWWMOM50,OTHER,43.78,WATCHLIST,1.114969,59.77
AEROFLEX,METAL,43.77,WATCHLIST,0.09501953,59.51
BRIGADE,HOSPITALITY,43.77,WATCHLIST,0.08272573,26.26
BBNPNBETF,OTHER,43.76,WATCHLIST,0.41955012,59.85
LIQUIDPLUS,OTHER,43.76,WATCHLIST,3.0528736,60.08
LTGILTCASE,OTHER,43.75,WATCHLIST,5.6414485,60.0
J&KBANK,BANKING,43.75,WATCHLIST,1.5756769,59.85
WESTLIFE,HOSPITALITY,43.74,WATCHLIST,0.7107275,59.83
CASHIETF,OTHER,43.73,WATCHLIST,2.8489032,60.06
EMIL,RETAIL,43.73,WATCHLIST,0.29933113,59.71
MOGOLD,OTHER,43.72,WATCHLIST,0.29855257,59.01
BANKBETA,OTHER,43.71,WATCHLIST,0.50569654,59.78
SHARDAMOTR,AUTO,43.71,WATCHLIST,0.16947153,59.8
HDFCVALUE,OTHER,43.7,WATCHLIST,0.56754863,59.73
COLPAL,FMCG,43.69,WATCHLIST,0.04181741,58.83
ALKYLAMINE,CHEMICALS,43.69,WATCHLIST,0.035210997,59.76
HINDZINC,METAL,43.69,WATCHLIST,0.5940948,56.44
HPIL,CHEMICALS,43.68,WATCHLIST,0.21098384,49.35
TATAGOLD,OTHER,43.68,WATCHLIST,0.3534589,59.03
GOLDIETF,OTHER,43.67,WATCHLIST,0.49228728,58.24
VRAJ,METAL,43.67,WATCHLIST,0.04627072,52.75
PITTIENG,CAPITAL_GOODS,43.67,WATCHLIST,0.035184056,54.15
SUPREMEIND,REALTY,43.64,WATCHLIST,0.11580532,59.03
CONSUMAXIS,OTHER,43.64,WATCHLIST,2.2475338,59.94
PTL,AUTO,43.63,WATCHLIST,0.041180234,49.15
GSEC10ABSL,OTHER,43.63,WATCHLIST,1.114714,59.88
GOLDCASE,OTHER,43.62,WATCHLIST,0.32333496,58.79
PRIMO,CHEMICALS,43.61,WATCHLIST,0.024862707,54.09
HYBRIDETF,OTHER,43.59,WATCHLIST,0.2849052,59.64
BBETF0432,OTHER,43.58,WATCHLIST,0.33324963,59.75
NV20IETF,OTHER,43.57,WATCHLIST,0.086286955,59.7
SBIVALETF,OTHER,43.56,WATCHLIST,0.07131378,59.72
FORTIS,HEALTHCARE,43.56,WATCHLIST,0.13590933,59.83
BANKIETF,OTHER,43.53,WATCHLIST,0.12671104,59.74
SENSEXAXIS,OTHER,43.53,WATCHLIST,0.2849052,59.64
GOLDBEES,OTHER,43.52,WATCHLIST,0.10687013,58.71
HDFCLIQUID,OTHER,43.52,WATCHLIST,0.29727167,59.77
SUDARSCHEM,CHEMICALS,43.52,WATCHLIST,8.773576,60.28
MCL,METAL,43.51,WATCHLIST,9.432111,57.59
IFBIND,FMCG,43.5,WATCHLIST,11.475496,61.07
WIPL,REALTY,43.5,WATCHLIST,0.08756579,54.98
SUNDROP,FMCG,43.48,WATCHLIST,0.07934814,59.82
SHRIRAMPPS,REALTY,43.48,WATCHLIST,0.024607632,58.41
MOSCHIP,IT,43.48,WATCHLIST,0.16261202,59.89
ADVENZYMES,PHARMA,43.48,WATCHLIST,1.1685914,59.73
GOLDETF,OTHER,43.47,WATCHLIST,0.084202275,59.23
GSEC5IETF,OTHER,43.46,WATCHLIST,0.22137003,59.81
HEALTHAXIS,OTHER,43.46,WATCHLIST,0.26854888,59.69
ENGINERSIN,INFRASTRUCTURE,43.46,WATCHLIST,0.05594672,57.87
RRIL,TEXTILES,43.45,WATCHLIST,0.044938397,58.12
PAGEIND,TEXTILES,43.45,WATCHLIST,0.20508167,58.6
VOLTAMP,CAPITAL_GOODS,43.44,WATCHLIST,4.188483,59.86
NTPC,POWER,43.43,WATCHLIST,0.095958464,57.32
ABSLMSCIN,OTHER,43.42,WATCHLIST,0.045584682,59.43
SBIETFPB,OTHER,43.42,WATCHLIST,0.1445132,59.78
MODEFENCE,OTHER,43.41,WATCHLIST,0.123826474,59.76
HDFCPVTBAN,OTHER,43.37,WATCHLIST,0.17340824,59.81
LIQUID,OTHER,43.36,WATCHLIST,0.13162932,59.76
GOLD1,OTHER,43.35,WATCHLIST,0.08562302,58.1
MASPTOP50,OTHER,43.34,WATCHLIST,0.059816543,59.49
MEESHO,RETAIL,43.34,WATCHLIST,0.28759733,59.6
SBIMIDMOM,OTHER,43.34,WATCHLIST,0.04599967,59.82
CEMNTGROWW,OTHER,43.33,WATCHLIST,0.24255294,59.67
EIEL,CAPITAL_GOODS,43.31,WATCHLIST,0.04843703,58.71
LIQUIDSHRI,OTHER,43.3,WATCHLIST,0.34967095,59.85
FAZE3Q,TEXTILES,43.29,WATCHLIST,0.32046485,33.36
VALUEAXIS,OTHER,43.29,WATCHLIST,0.20299263,59.68
BEDMUTHA,METAL,43.29,WATCHLIST,0.29639924,39.19
NPBET,OTHER,43.26,WATCHLIST,0.16282922,59.82
PROTEAN,IT,43.26,WATCHLIST,0.19852537,59.87
PVTBANK,OTHER,43.25,WATCHLIST,0.20299263,59.69
STEELXIND,METAL,43.25,WATCHLIST,0.124959104,57.8
IGARASHI,AUTO,43.25,WATCHLIST,0.071641125,56.33
GOLDIAM,FMCG,43.24,WATCHLIST,0.13797028,36.18
BECTORFOOD,FMCG,43.24,WATCHLIST,0.50979096,43.56
TARC,REALTY,43.23,WATCHLIST,0.06788445,57.56
GOLD360,OTHER,43.23,WATCHLIST,0.09723781,59.3
ICICIPRULI,FINANCIAL_SERVICES,43.21,WATCHLIST,0.12412754,57.67
VENUSPIPES,METAL,43.21,WATCHLIST,0.27015847,59.08
ELGIRUBCO,CHEMICALS,43.2,WATCHLIST,12.041076,61.14
