symbol,sector,bull_run_score,label,accumulation_score,ml_bull_run_score
SYMPHONY,FMCG,34.5,NEUTRAL,0.035345376,20.05
HBSL,OTHER,34.46,NEUTRAL,0.08784654,56.93
MANYAVAR,RETAIL,34.44,NEUTRAL,0.057443347,20.21
RTNPOWER,POWER,34.41,NEUTRAL,0.02988452,20.09
HILINFRA,OTHER,34.4,NEUTRAL,0.25624403,59.21
CAMPUS,FMCG,34.4,NEUTRAL,0.020880561,20.04
MEDIASSIST,HEALTHCARE,34.35,NEUTRAL,0.02324314,20.33
MARSONS,CAPITAL_GOODS,34.34,NEUTRAL,0.031272102,21.01
GVPTECH,IT,34.34,NEUTRAL,0.019553145,20.12
BLS,INFRASTRUCTURE,34.34,NEUTRAL,0.023142038,20.06
ORIENTTECH,TEXTILES,34.33,NEUTRAL,0.046877652,20.33
ZOTA,PHARMA,34.33,NEUTRAL,0.05371486,22.08
TTML,TELECOM,34.33,NEUTRAL,0.025746949,20.09
REFEX,CHEMICALS,34.31,NEUTRAL,0.047803428,21.13
VMM,RETAIL,34.31,NEUTRAL,0.027680531,20.13
BANDHANBNK,BANKING,34.28,NEUTRAL,0.040447418,22.3
MEIL,OTHER,34.27,NEUTRAL,0.34575891,59.11
LEMERITE,TEXTILES,34.26,NEUTRAL,0.1780126,41.25
ITC,FMCG,34.24,NEUTRAL,0.05944179,20.27
GLOBE,TEXTILES,34.23,NEUTRAL,0.041800138,20.13
RAILTEL,TELECOM,34.2,NEUTRAL,0.033647355,20.05
SUVIDHAA,FINANCIAL_SERVICES,34.19,NEUTRAL,0.10894316,21.14
ORIENTCEM,CEMENT,34.19,NEUTRAL,0.032285422,20.14
DCMSRIND,DIVERSIFIED,34.17,NEUTRAL,0.06807003,20.26
ELLEN,AUTO,34.15,NEUTRAL,0.088168845,21.27
GLOBUSSPR,FMCG,34.12,NEUTRAL,0.036801625,20.16
AVONMORE,FINANCIAL_SERVICES,34.11,NEUTRAL,0.07802969,20.21
ARCHIES,FMCG,34.09,NEUTRAL,0.0295776,20.09
DHUNINV,FINANCIAL_SERVICES,34.08,NEUTRAL,0.037036084,20.25
GREENPOWER,POWER,34.07,NEUTRAL,0.015046421,20.09
KPIGREEN,POWER,34.07,NEUTRAL,0.03863442,20.03
GENCON,REALTY,34.04,NEUTRAL,0.023909137,20.23
CSLFINANCE,FINANCIAL_SERVICES,34.03,NEUTRAL,0.014359631,20.08
ENERGYDEV,POWER,34.02,NEUTRAL,0.057312723,22.28
KOTHARIPRO,FMCG,34.01,NEUTRAL,0.026817355,22.68
SJVN,POWER,34.0,NEUTRAL,0.035685275,20.4
TEAMLEASE,FINANCIAL_SERVICES,33.99,NEUTRAL,0.08614221,20.16
ZENITHSTL,METAL,33.96,NEUTRAL,0.02325471,20.14
GUJAPOLLO,CHEMICALS,33.96,NEUTRAL,0.057752065,21.82
DEVX,OTHER,33.95,NEUTRAL,0.03473637,20.19
AAATECH,IT,33.92,NEUTRAL,0.058702327,20.75
EPIGRAL,CHEMICALS,33.9,NEUTRAL,0.014593408,21.07
HDFCBANK,BANKING,33.9,NEUTRAL,0.053877898,21.75
PALASHSECU,FMCG,33.9,NEUTRAL,0.018330155,20.04
SHEKHAWATI,OTHER,33.9,NEUTRAL,0.22783276,22.14
DELTAMAGNT,CAPITAL_GOODS,33.87,NEUTRAL,0.03231406,20.11
BVCL,CEMENT,33.83,NEUTRAL,0.06566227,21.26
MALLCOM,CAPITAL_GOODS,33.82,NEUTRAL,0.013471695,20.08
INSECTICID,CHEMICALS,33.82,NEUTRAL,0.025272783,20.66
ROUTE,TELECOM,33.81,NEUTRAL,0.048037115,20.22
MURUDCERA,CAPITAL_GOODS,33.8,NEUTRAL,0.018987596,20.07
IXIGO,HOSPITALITY,33.8,NEUTRAL,0.03126197,29.59
JAIPURKURT,TEXTILES,33.78,NEUTRAL,0.025608188,20.06
STARCEMENT,CEMENT,33.78,NEUTRAL,0.022940608,20.14
PCJEWELLER,FMCG,33.75,NEUTRAL,0.021210488,21.16
ASHOKAMET,METAL,33.75,NEUTRAL,0.026131785,20.05
JISLDVREQS,CAPITAL_GOODS,33.75,NEUTRAL,0.01956055,20.31
ZUARI,CHEMICALS,33.74,NEUTRAL,0.010025436,20.14
NDL,TEXTILES,33.74,NEUTRAL,0.0146991415,20.02
SAKUMA,OTHER,33.72,NEUTRAL,0.06821059,21.78
RVTH,CAPITAL_GOODS,33.71,NEUTRAL,0.07238317,41.94
JAINREC,METAL,33.71,NEUTRAL,0.073842295,20.29
HDFCLIFE,FINANCIAL_SERVICES,33.71,NEUTRAL,0.029990299,20.18
NACLIND,CHEMICALS,33.69,NEUTRAL,0.046595667,21.48
SKMEGGPROD,FMCG,33.69,NEUTRAL,0.06942615,30.91
LIBAS,TEXTILES,33.68,NEUTRAL,0.014515746,20.05
GILLANDERS,FMCG,33.68,NEUTRAL,0.0204006,20.05
GVPIL,CAPITAL_GOODS,33.67,NEUTRAL,0.062010724,20.56
NIITMTS,HEALTHCARE,33.64,NEUTRAL,0.04016753,20.25
FRACTAL,IT,33.62,NEUTRAL,0.044365767,20.4
YUKEN,CAPITAL_GOODS,33.62,NEUTRAL,0.0261277,20.24
SULA,FMCG,33.62,NEUTRAL,0.07131321,20.33
SANOFI,PHARMA,33.61,NEUTRAL,0.07562166,20.24
SWANCORP,CHEMICALS,33.6,NEUTRAL,0.038612377,20.41
TATAINVEST,FINANCIAL_SERVICES,33.59,NEUTRAL,0.026961742,21.7
DHANUKA,CHEMICALS,33.58,NEUTRAL,0.0690862,20.15
MIDWESTLTD,REALTY,33.55,NEUTRAL,0.039712034,20.81
INTELLECT,IT,33.55,NEUTRAL,0.047397494,21.5
BIRLANU,REALTY,33.55,NEUTRAL,0.014087087,20.11
ABLBL,RETAIL,33.53,NEUTRAL,0.058113124,20.18
SWELECTES,CAPITAL_GOODS,33.48,NEUTRAL,0.029761577,26.52
WEIZMANIND,TEXTILES,33.47,NEUTRAL,0.033814427,20.1
MCX,FINANCIAL_SERVICES,33.45,NEUTRAL,0.11417081,28.3
SUMIT,OTHER,33.43,NEUTRAL,0.10014242,21.65
EUROBOND,METAL,33.41,NEUTRAL,0.013721537,20.16
GREENPANEL,REALTY,33.41,NEUTRAL,0.026611533,20.05
HGM,IT,33.36,NEUTRAL,0.08527036,20.2
ISGEC,CAPITAL_GOODS,33.34,NEUTRAL,0.013644399,20.04
SUZLON,CAPITAL_GOODS,33.33,NEUTRAL,0.02900137,22.71
DAMCAPITAL,FINANCIAL_SERVICES,33.32,NEUTRAL,0.015845373,20.13
HBLENGINE,CAPITAL_GOODS,33.3,NEUTRAL,0.050282992,20.38
HONDAPOWER,CAPITAL_GOODS,33.27,NEUTRAL,0.035401963,20.07
RKDL,FMCG,33.26,NEUTRAL,0.020545091,20.04
BIRLACORPN,CEMENT,33.26,NEUTRAL,0.02990473,20.03
IVZINNIFTY,OTHER,33.26,NEUTRAL,0.0853867,3.2
PFS,FINANCIAL_SERVICES,33.25,NEUTRAL,0.022657473,20.1
MIDQ50ADD,OTHER,33.25,NEUTRAL,0.08616401,2.98
KHAICHEM,OTHER,33.23,NEUTRAL,0.4170773,57.32
BIRLAMONEY,FINANCIAL_SERVICES,33.23,NEUTRAL,0.021455135,20.41
SHALBY,HEALTHCARE,33.19,NEUTRAL,0.034744482,20.66
KIRLPNU,CAPITAL_GOODS,33.19,NEUTRAL,0.07185572,40.01
LAXMIDENTL,HEALTHCARE,33.16,NEUTRAL,0.051672645,20.8
JYOTHYLAB,FMCG,33.16,NEUTRAL,0.03002171,20.06
DOLLAR,CHEMICALS,33.15,NEUTRAL,0.019743599,20.15
ACEINTEG,DEFENCE,33.13,NEUTRAL,0.02011238,20.22
BPL,CAPITAL_GOODS,33.13,NEUTRAL,0.013806898,20.31
BSL,TEXTILES,33.12,NEUTRAL,0.03297092,20.41
JINDALPHOT,FINANCIAL_SERVICES,33.11,NEUTRAL,0.05095862,20.42
CINEVISTA,MEDIA,33.05,NEUTRAL,0.020719564,20.09
SAFARI,CHEMICALS,33.02,NEUTRAL,0.066877946,20.17
CAPILLARY,IT,32.95,NEUTRAL,0.07557224,27.28
AMRUTANJAN,PHARMA,32.92,NEUTRAL,0.02930497,20.04
TRACXN,CAPITAL_GOODS,32.92,NEUTRAL,0.018916668,20.06
MONTECARLO,TEXTILES,32.92,NEUTRAL,0.01882029,20.7
GSS,OTHER,32.85,NEUTRAL,0.3244759,22.79
TOTAL,LOGISTICS,32.85,NEUTRAL,0.019899765,20.02
RENUKA,FMCG,32.81,NEUTRAL,0.017979795,20.02
HCC,INFRASTRUCTURE,32.79,NEUTRAL,0.020067958,21.82
PSUBANK,OTHER,32.78,NEUTRAL,0.039344862,2.84
SAPPHIRE,HOSPITALITY,32.78,NEUTRAL,0.019298026,20.94
SHREYANIND,CHEMICALS,32.77,NEUTRAL,0.01863604,20.09
ITCHOTELS,HOSPITALITY,32.77,NEUTRAL,0.06659844,21.63
PROSTARM,CAPITAL_GOODS,32.76,NEUTRAL,0.032380763,20.21
TRIGYN,IT,32.74,NEUTRAL,0.011359928,20.05
SELMC,CAPITAL_GOODS,32.73,NEUTRAL,0.11178496,20.13
MADHAV,REALTY,32.72,NEUTRAL,0.020930933,20.01
AJMERA,REALTY,32.7,NEUTRAL,0.025568224,20.34
WAAREERTL,CAPITAL_GOODS,32.68,NEUTRAL,0.062492244,21.36
TREL,LOGISTICS,32.67,NEUTRAL,0.027652254,20.18
GOYALALUM,METAL,32.66,NEUTRAL,0.031016426,20.51
SBGLP,REALTY,32.64,NEUTRAL,0.021406483,20.03
ZUARIIND,FMCG,32.63,NEUTRAL,0.010803194,20.4
MFML,TEXTILES,32.62,NEUTRAL,0.035216067,20.07
OSWALAGRO,OTHER,32.62,NEUTRAL,0.10631947,24.83
FIBERWEB,TEXTILES,32.62,NEUTRAL,0.08727213,20.51
KPEL,POWER,32.62,NEUTRAL,0.025289584,20.07
UNIECOM,HEALTHCARE,32.56,NEUTRAL,0.016590253,20.05
GLOBECIVIL,OTHER,32.55,NEUTRAL,0.09290884,38.73
HEALTHADD,OTHER,32.53,NEUTRAL,0.099194944,3.65
BHARATRAS,CHEMICALS,32.53,NEUTRAL,0.06280431,20.34
KCP,AGRICULTURE,32.49,NEUTRAL,0.025699563,20.07
HERITGFOOD,FMCG,32.47,NEUTRAL,0.016911315,20.08
PARAGMILK,FMCG,32.47,NEUTRAL,0.05744669,20.79
EUREKAFORB,FMCG,32.45,NEUTRAL,0.02256206,20.05
ESTER,CHEMICALS,32.44,NEUTRAL,0.01601915,20.08
RACE,OTHER,32.43,NEUTRAL,0.062384393,21.1
WAAREEENER,CAPITAL_GOODS,32.39,NEUTRAL,0.030233774,20.09
INNOVANA,IT,32.36,NEUTRAL,0.019606559,20.54
ANIKINDS,OTHER,32.36,NEUTRAL,0.08559023,21.49
DUCON,OTHER,32.36,NEUTRAL,0.058110386,21.97
NPST,IT,32.35,NEUTRAL,0.02862293,21.8
BOMDYEING,TEXTILES,32.34,NEUTRAL,0.021915684,20.38
EMKAY,FINANCIAL_SERVICES,32.34,NEUTRAL,0.03193561,22.54
GMBREW,FMCG,32.34,NEUTRAL,0.043385763,20.25
VIVIDHA,TEXTILES,32.32,NEUTRAL,0.021855962,20.07
NFL,CHEMICALS,32.3,NEUTRAL,0.01284262,20.01
SHANTIGEAR,CAPITAL_GOODS,32.29,NEUTRAL,0.019167772,20.03
DOLATALGO,FINANCIAL_SERVICES,32.28,NEUTRAL,0.022829218,20.04
WHIRLPOOL,FMCG,32.25,NEUTRAL,0.026219333,20.07
SILINV,FINANCIAL_SERVICES,32.24,NEUTRAL,0.018240051,20.14
PRAKASHSTL,METAL,32.23,NEUTRAL,0.018547652,20.02
STANLEY,REALTY,32.22,NEUTRAL,0.028008252,20.1
DWARKESH,FMCG,32.21,NEUTRAL,0.025889574,20.08
TREEHOUSE,HEALTHCARE,32.21,NEUTRAL,0.037541155,20.15
SARVESHWAR,OTHER,32.19,NEUTRAL,0.062247135,23.05
INTLCONV,CAPITAL_GOODS,32.15,NEUTRAL,0.013650087,20.13
AKG,OTHER,32.15,NEUTRAL,0.02429077,20.06
MUFTI,RETAIL,32.13,NEUTRAL,0.010354134,20.08
RAMCOSYS,IT,32.13,NEUTRAL,0.1566677,37.74
BALAXI,OTHER,32.11,NEUTRAL,0.12580264,22.89
IRMENERGY,ENERGY,32.1,NEUTRAL,0.013355187,20.17
RAJMET,METAL,32.06,NEUTRAL,0.025345778,20.02
DELTACORP,HOSPITALITY,32.06,NEUTRAL,0.013987329,20.06
DNAMEDIA,MEDIA,32.05,NEUTRAL,0.027873244,20.16
BATAINDIA,FMCG,32.04,NEUTRAL,0.024672847,20.13
SMLT,METAL,32.04,NEUTRAL,0.016175048,20.03
SOLARWORLD,INFRASTRUCTURE,32.02,NEUTRAL,0.030112091,20.15
INDIAMART,RETAIL,32.02,NEUTRAL,0.02515554,20.1
VAKRANGEE,IT,32.02,NEUTRAL,0.022636488,20.05
KOKUYOCMLN,FMCG,32.01,NEUTRAL,0.024054628,20.19
INDOCO,PHARMA,31.99,NEUTRAL,0.018834274,20.26
SURAJLTD,METAL,31.99,NEUTRAL,0.021808209,20.06
AGROPHOS,CHEMICALS,31.97,NEUTRAL,0.027505193,20.23
FLAIR,FMCG,31.96,NEUTRAL,0.015980735,19.98
ARTNIRMAN,REALTY,31.95,NEUTRAL,0.16733213,21.32
AVANTIFEED,AGRICULTURE,31.92,NEUTRAL,0.03350424,20.46
GRMOVER,AGRICULTURE,31.91,NEUTRAL,0.066105194,20.27
RUSHIL,REALTY,31.91,NEUTRAL,0.01696018,20.09
EFCIL,REALTY,31.91,NEUTRAL,0.031514052,20.98
NCC,INFRASTRUCTURE,31.88,NEUTRAL,0.017229747,20.08
ELECTCAST,METAL,31.87,NEUTRAL,0.016030153,20.07
AWHCL,INFRASTRUCTURE,31.86,NEUTRAL,0.01883176,20.09
CUBEXTUB,METAL,31.82,NEUTRAL,0.023158617,20.1
CLEAN,CHEMICALS,31.79,NEUTRAL,0.027587,20.45
GKENERGY,INFRASTRUCTURE,31.75,NEUTRAL,0.023152256,26.9
TFL,FINANCIAL_SERVICES,31.75,NEUTRAL,0.02884631,20.03
SURANAT&P,POWER,31.75,NEUTRAL,0.01828022,20.18
CEINSYS,IT,31.74,NEUTRAL,0.06371181,20.18
VSTIND,FMCG,31.72,NEUTRAL,0.017501345,20.08
SAGCEM,CEMENT,31.71,NEUTRAL,0.021924168,20.07
3PLAND,FINANCIAL_SERVICES,31.71,NEUTRAL,0.025139572,20.06
XELPMOC,IT,31.7,NEUTRAL,0.022509376,20.31
PRAKASH,CAPITAL_GOODS,31.68,NEUTRAL,0.011052061,20.04
BALUFORGE,CAPITAL_GOODS,31.64,NEUTRAL,0.030179173,20.1
AROGRANITE,REALTY,31.64,NEUTRAL,0.040044904,20.05
EMAMILTD,FMCG,31.63,NEUTRAL,0.035885036,20.07
SALZERELEC,CAPITAL_GOODS,31.63,NEUTRAL,0.01872585,20.03
EMBDL,REALTY,31.59,NEUTRAL,0.04018619,20.17
KPITTECH,CAPITAL_GOODS,31.57,NEUTRAL,0.043161236,20.53
RAJSREESUG,FMCG,31.57,NEUTRAL,0.02148775,20.07
ALLTIME,FMCG,31.54,NEUTRAL,0.0130517045,20.13
BALAJITELE,MEDIA,31.54,NEUTRAL,0.039747432,20.09
MINDTECK,IT,31.54,NEUTRAL,0.020153958,20.16
FISCHER,HEALTHCARE,31.51,NEUTRAL,0.056312837,20.58
RUCHIRA,CHEMICALS,31.48,NEUTRAL,0.01237797,20.24
TTL,TEXTILES,31.46,NEUTRAL,0.10750055,21.07
CAPTRUST,OTHER,31.45,NEUTRAL,0.08885665,28.38
JARO,HEALTHCARE,31.41,NEUTRAL,0.032333843,22.29
DODLA,FMCG,31.36,NEUTRAL,0.033260047,20.11
NESCO,REALTY,31.34,NEUTRAL,0.013478915,20.05
KOHINOOR,AGRICULTURE,31.33,NEUTRAL,0.020760737,20.02
SURAJEST,REALTY,31.33,NEUTRAL,0.025953384,20.06
TATACHEM,CHEMICALS,31.32,NEUTRAL,0.022776755,20.03
MANAKALUCO,METAL,31.23,NEUTRAL,0.026788147,21.41
PROZONER,REALTY,31.22,NEUTRAL,0.06856403,20.08
KNRCON,INFRASTRUCTURE,31.18,NEUTRAL,0.022272725,20.14
VSTL,METAL,31.14,NEUTRAL,0.019741341,20.02
EXXARO,CAPITAL_GOODS,31.12,NEUTRAL,0.09832705,20.1
KAVDEFENCE,TELECOM,31.1,NEUTRAL,0.16515046,20.56
UTKARSHBNK,BANKING,31.08,NEUTRAL,0.028665313,23.59
PRSMJOHNSN,CEMENT,31.08,NEUTRAL,0.03506456,20.02
TRF,CAPITAL_GOODS,31.08,NEUTRAL,0.025335848,20.05
WAAREEINDO,CAPITAL_GOODS,31.02,NEUTRAL,0.07405911,22.12
RVNL,INFRASTRUCTURE,31.02,NEUTRAL,0.03585884,20.05
PRAJIND,CAPITAL_GOODS,30.95,NEUTRAL,0.0096705,20.04
ASTEC,CHEMICALS,30.93,NEUTRAL,0.021004364,20.06
UGROCAP,FINANCIAL_SERVICES,30.93,NEUTRAL,0.039135624,20.35
PAVNAIND,OTHER,30.91,NEUTRAL,0.18911724,23.58
HMAAGRO,AGRICULTURE,30.86,NEUTRAL,0.032650363,20.05
PKTEA,FMCG,30.86,NEUTRAL,0.0368797,20.03
DCXINDIA,DEFENCE,30.86,NEUTRAL,0.016982576,20.12
SAMPANN,CHEMICALS,30.85,NEUTRAL,0.019496607,20.1
BIGBLOC,CEMENT,30.85,NEUTRAL,0.022464586,20.08
RNBDENIMS,TEXTILES,30.84,NEUTRAL,0.100424126,20.36
ELIN,FMCG,30.83,NEUTRAL,0.027743995,20.21
MEDPLUS,PHARMA,30.82,NEUTRAL,0.02810519,20.1
GALLANTT,METAL,30.8,NEUTRAL,0.021598894,20.22
GOCOLORS,RETAIL,30.8,NEUTRAL,0.051800862,20.37
JKLAKSHMI,CEMENT,30.77,NEUTRAL,0.03684846,20.05
TIRUMALCHM,CHEMICALS,30.76,NEUTRAL,0.013770085,20.04
CAMLINFINE,PHARMA,30.74,NEUTRAL,0.016356949,20.3
JSWHL,FINANCIAL_SERVICES,30.73,NEUTRAL,0.057639252,20.14
RUSTOMJEE,REALTY,30.72,NEUTRAL,0.03523736,20.11
LFIC,FINANCIAL_SERVICES,30.68,NEUTRAL,0.03240701,20.11
YATRA,HOSPITALITY,30.65,NEUTRAL,0.025018914,20.69
ISHANCH,CHEMICALS,30.57,NEUTRAL,0.053359084,20.14
TEMBO,METAL,30.55,NEUTRAL,0.05520007,20.19
EASEMYTRIP,HOSPITALITY,30.47,NEUTRAL,0.016234662,20.05
DGCONTENT,MEDIA,30.46,NEUTRAL,0.045321316,20.05
DRCSYSTEMS,IT,30.43,NEUTRAL,0.022656417,20.06
PATELENG,INFRASTRUCTURE,30.4,NEUTRAL,0.041888926,20.72
VARDMNPOLY,OTHER,30.4,NEUTRAL,0.063064545,20.1
RHL,HOSPITALITY,30.28,NEUTRAL,0.023380857,20.04
NIPPOBATRY,FMCG,30.28,NEUTRAL,0.016140137,20.03
KITEX,TEXTILES,30.28,NEUTRAL,0.012868621,20.07
SGL,TEXTILES,30.27,NEUTRAL,0.032036517,20.05
CCCL,REALTY,30.26,NEUTRAL,0.04023013,22.99
DCW,CHEMICALS,30.25,NEUTRAL,0.01996724,20.08
RTNINDIA,RETAIL,30.21,NEUTRAL,0.05379879,20.11
HEADSUP,TEXTILES,30.16,NEUTRAL,0.018031009,20.07
REMSONSIND,REALTY,30.16,NEUTRAL,0.01644228,20.05
OLAELEC,AUTO,30.12,NEUTRAL,0.09352678,21.57
VISHWARAJ,FMCG,30.08,NEUTRAL,0.048235334,20.06
FABTECH,HEALTHCARE,30.08,NEUTRAL,0.047062494,20.09
SHANKARA,OTHER,30.07,NEUTRAL,0.19191462,21.95
AGIIL,REALTY,30.07,NEUTRAL,0.022000078,19.88
ARIHANTSUP,REALTY,30.03,NEUTRAL,0.023076952,20.1
KRSNAA,HEALTHCARE,30.02,NEUTRAL,0.029042931,20.06
WSI,INFRASTRUCTURE,30.02,NEUTRAL,0.031786345,20.05
JMFINANCIL,FINANCIAL_SERVICES,30.02,NEUTRAL,0.046128698,20.07
JUBLCPL,CHEMICALS,30.02,NEUTRAL,0.03858009,20.44
SSDL,TEXTILES,29.99,NEUTRAL,0.019991262,20.02
GUJRAFFIA,CHEMICALS,29.97,NEUTRAL,0.05591284,22.27
PRABHA,ENERGY,29.96,NEUTRAL,0.032178484,20.18
ELECON,CAPITAL_GOODS,29.95,NEUTRAL,0.034102704,20.12
ATL,INFRASTRUCTURE,29.95,NEUTRAL,0.023893047,20.06
IPL,CHEMICALS,29.83,NEUTRAL,0.024893068,20.1
ALOKINDS,TEXTILES,29.82,NEUTRAL,0.029738802,20.04
SADBHAV,CAPITAL_GOODS,29.76,NEUTRAL,0.045090836,20.34
WCIL,LOGISTICS,29.73,NEUTRAL,0.014407043,20.03
TRANSRAILL,CAPITAL_GOODS,29.7,NEUTRAL,0.023751229,20.08
ARSSBL,FINANCIAL_SERVICES,29.68,NEUTRAL,0.032265082,20.36
BOROLTD,FMCG,29.67,NEUTRAL,0.021388326,20.05
HINDWAREAP,REALTY,29.61,NEUTRAL,0.019172413,20.07
MOHITIND,TEXTILES,29.61,NEUTRAL,0.025048558,20.02
ATAM,CAPITAL_GOODS,29.55,NEUTRAL,0.015742606,20.02
MTNL,INFRASTRUCTURE,29.52,NEUTRAL,0.015235273,20.03
ROHLTD,HOSPITALITY,29.49,NEUTRAL,0.02396766,20.04
CAPACITE,INFRASTRUCTURE,29.48,NEUTRAL,0.021828722,20.08
OSWALSEEDS,AGRICULTURE,29.47,NEUTRAL,0.044605803,20.32
BANG,TEXTILES,29.47,NEUTRAL,0.018453982,20.04
TCC,RETAIL,29.45,NEUTRAL,0.04890528,20.2
LASA,PHARMA,29.45,NEUTRAL,0.074172884,22.25
INDRAMEDCO,HEALTHCARE,29.44,NEUTRAL,0.017172834,20.04
SALASAR,CAPITAL_GOODS,29.42,NEUTRAL,0.01611664,20.04
NELCAST,CAPITAL_GOODS,29.4,NEUTRAL,0.018852996,20.08
INVENTURE,FINANCIAL_SERVICES,29.38,NEUTRAL,0.04207059,20.03
DREAMFOLKS,INFRASTRUCTURE,29.36,NEUTRAL,0.030572645,20.06
MANGALAM,OTHER,29.34,NEUTRAL,0.042598568,20.25
PNC,MEDIA,29.27,NEUTRAL,0.04896475,20.51
SILLYMONKS,MEDIA,29.21,NEUTRAL,0.11097853,20.17
CSBBANK,BANKING,29.19,NEUTRAL,0.024547314,20.05
TECHNOE,INFRASTRUCTURE,29.18,NEUTRAL,0.017500162,20.04
BAGFILMS,MEDIA,29.12,NEUTRAL,0.026598874,20.02
VIRINCHI,IT,29.11,NEUTRAL,0.07923013,20.87
BAJAJELEC,FMCG,29.08,NEUTRAL,0.01879988,20.06
ANTGRAPHIC,CHEMICALS,29.07,NEUTRAL,0.030460313,20.07
PGHH,PHARMA,29.04,NEUTRAL,0.018283809,20.04
MHRIL,HOSPITALITY,29.04,NEUTRAL,0.029042572,20.17
GEEKAYWIRE,METAL,29.04,NEUTRAL,0.03246283,20.1
CRIZAC,RETAIL,29.01,NEUTRAL,0.03135531,20.55
HLVLTD,HOSPITALITY,28.96,NEUTRAL,0.03332451,20.04
SUNCLAY,AUTO,28.95,NEUTRAL,0.020434944,20.07
SHARDACROP,CHEMICALS,28.91,NEUTRAL,0.019438842,20.03
WEBELSOLAR,CAPITAL_GOODS,28.84,NEUTRAL,0.052400015,20.54
SUPREME,FINANCIAL_SERVICES,28.83,NEUTRAL,0.014735658,20.06
MARATHON,REALTY,28.83,NEUTRAL,0.027918672,20.03
SECURKLOUD,IT,28.82,NEUTRAL,0.041577548,20.09
BCG,IT,28.77,NEUTRAL,0.036470998,20.12
SDBL,FMCG,28.76,NEUTRAL,0.01603659,20.09
ARVEE,CHEMICALS,28.7,NEUTRAL,0.033258777,20.26
UNITECH,REALTY,28.69,NEUTRAL,0.028943973,20.04
ASHOKA,INFRASTRUCTURE,28.67,NEUTRAL,0.026490632,20.03
HPAL,CHEMICALS,28.61,NEUTRAL,0.012267611,20.02
SHAH,METAL,28.6,NEUTRAL,0.019682474,20.06
RADIANTCMS,FINANCIAL_SERVICES,28.59,NEUTRAL,0.010408144,20.01
DTIL,FMCG,28.59,NEUTRAL,0.020418853,20.04
DANGEE,FMCG,28.59,NEUTRAL,0.01982411,20.03
KSCL,AGRICULTURE,28.52,NEUTRAL,0.038978774,20.02
RAMKY,REALTY,28.48,NEUTRAL,0.016941318,20.03
KAMATHOTEL,HOSPITALITY,28.46,NEUTRAL,0.026343891,20.05
MAHEPC,CAPITAL_GOODS,28.45,NEUTRAL,0.019710701,20.13
NUCLEUS,IT,28.45,NEUTRAL,0.013046901,20.08
SHREERAMA,CHEMICALS,28.44,NEUTRAL,0.023535475,20.04
MANINFRA,REALTY,28.4,NEUTRAL,0.016432626,20.03
JAICORPLTD,CAPITAL_GOODS,28.38,NEUTRAL,0.013494773,20.03
PATANJALI,FMCG,28.35,NEUTRAL,0.044284068,3.56
NEXTMEDIA,MEDIA,28.33,NEUTRAL,0.031050067,20.04
CONTROLPR,IT,28.23,NEUTRAL,0.014282708,19.99
HGINFRA,INFRASTRUCTURE,28.16,NEUTRAL,0.013366602,20.05
TOLINS,AUTO,28.15,NEUTRAL,0.018763721,20.03
EPACK,FMCG,28.14,NEUTRAL,0.011666543,20.03
ZEEMEDIA,MEDIA,28.08,NEUTRAL,0.13586132,20.22
NAGREEKEXP,TEXTILES,28.02,NEUTRAL,0.017990874,20.05
SPENCERS,RETAIL,28.0,NEUTRAL,0.01962167,20.02
ADSL,IT,27.96,NEUTRAL,0.018165383,20.04
RETAIL,RETAIL,27.92,NEUTRAL,0.01529657,20.06
BCONCEPTS,RETAIL,27.82,NEUTRAL,0.027467221,20.04
FOODSIN,FMCG,27.79,NEUTRAL,0.016307473,20.04
TECILCHEM,CHEMICALS,27.78,NEUTRAL,0.02705702,20.55
HIMATSEIDE,TEXTILES,27.76,NEUTRAL,0.037080258,20.13
MITTAL,TEXTILES,27.76,NEUTRAL,0.018094458,20.03
JISLJALEQS,CAPITAL_GOODS,27.76,NEUTRAL,0.029729135,20.1
KARMAENG,POWER,27.76,NEUTRAL,0.02763054,20.03
VEDL,METAL,27.74,NEUTRAL,0.032555066,20.19
DAVANGERE,FMCG,27.7,NEUTRAL,0.032817166,20.05
ASALCBR,FMCG,27.64,NEUTRAL,0.04161139,20.14
VCL,TEXTILES,27.64,NEUTRAL,0.05383862,20.23
ALANKIT,FINANCIAL_SERVICES,27.5,NEUTRAL,0.013597746,20.06
SPIC,CHEMICALS,27.5,NEUTRAL,0.018030355,20.12
RAYMONDLSL,TEXTILES,27.43,NEUTRAL,0.024305435,20.06
REGENCERAM,CAPITAL_GOODS,27.39,NEUTRAL,0.015106802,14.56
HPL,CAPITAL_GOODS,27.38,NEUTRAL,0.010863005,20.03
TOUCHWOOD,MEDIA,27.32,NEUTRAL,0.018413082,20.02
AGARIND,CHEMICALS,27.27,NEUTRAL,0.018576909,20.06
PRECAM,AUTO,27.26,NEUTRAL,0.017128583,20.04
ABCOTS,TEXTILES,27.24,NEUTRAL,0.032404512,20.09
SYNGENE,INFRASTRUCTURE,27.2,NEUTRAL,0.03393495,20.13
GANESHCP,FMCG,27.16,NEUTRAL,0.015237395,20.03
FINKURVE,FINANCIAL_SERVICES,27.15,NEUTRAL,0.059634842,20.07
SHRADHA,REALTY,27.14,NEUTRAL,0.029369662,20.11
