S.No.,Name,CMPRs.,P/E,Mar CapRs.Cr.,Div Yld%,NP QtrRs.Cr.,Qtr Profit Var%,Sales QtrRs.Cr.,Qtr Sales Var%,ROCE%
126,Sellowrap Indus.,71,9.55,97.58,0,1.77,-35.14,67.81,41.3,14.04
127,SAL Automotive,194.95,19.98,93.49,1.28,0.93,-1.06,88.79,0.77,11.83
128,New Swan,42,8.32,79.87,1.19,4.68,-23.99,95.16,24.41,13.44
129,Kranti Industrie,61.64,34.35,78.66,0,-0.26,50,30.23,45.06,7.05
130,Porwal Auto Comp,50.55,7.69,76.33,0,0.11,-95,36.43,-7.14,18.01
131,Premium Plast,36.55,10.16,69.8,0,2.94,-23.64,36.88,9.24,17.01
132,Universal Auto.,54.62,,67.92,0,-1.55,-164.32,59.44,15.4,-0.17
133,Vishal Bearings,59.8,,64.53,0,1.64,67.35,23.36,5.51,4.36
134,Autofurnish,45.4,17.39,61.36,0,,,,,34.04
135,G S Auto Intl.,13.03,16.69,56.74,0,1.39,1885.71,41.94,9.5,14.96
136,Ultra Wiring,92.95,14.57,48.37,0.54,-0.87,0,25.88,13.56,18.25
137,Rasandik Engg.,65.21,,38.96,0,-2.6,-134.23,19.02,39.34,-3.38
138,Jagan Lamps,52.85,20.09,38.58,0,0.57,-52.5,8.81,-28.14,7.92
139,EL Forge,17.27,14.69,35.1,0,1.24,116.36,22.51,14.85,11.08
140,Jainex Aamcol,126.95,20.5,28.49,0,0.52,842.86,7.72,30.19,10.59
141,Mandeep Auto,19.8,19.7,22.65,0,0.82,-70.4,20.09,23.33,4.35
142,Precision Metal.,7.55,,17.33,0,-3.34,-802.7,0,-100,-5.68
143,Sibar Auto Parts,7.69,,12.71,0,-1.24,-1133.33,6.59,12.46,-16.58
144,Amforge Inds.,7.82,,11.25,0,-0.48,-328.57,0,,-1.12
145,Harig Crankshaft,7.5,0.76,7.88,0,10.13,571.16,14.37,,128.37
146,Kairosoft AI,63.98,,7.57,0,-0.14,96.31,0,,-1.02
147,Lak. Prec. Screw,5.3,,5.8,0,-12.66,30.21,51.35,-16.37,0.28
148,Spectra Industri,4.2,,2.97,0,-1.23,16.89,0,,-40.85
149,India Radiators,15.12,,1.36,0,-0.24,33.33,0.02,0,
150,PAE,5.12,2.03,0.67,0.56,0.79,-94.26,2.53,,
