S.No.,Name,CMPRs.,P/E,Mar CapRs.Cr.,Div Yld%,NP QtrRs.Cr.,Qtr Profit Var%,Sales QtrRs.Cr.,Qtr Sales Var%,ROCE%
92.,Mid East Port.,27.02,15.80,13.59,0.00,-0.50,-350.00,0.00,,22.66
93.,Svaraj Trading,8.31,21.89,12.26,0.00,-0.04,82.61,0.00,,1.07
94.,Yunik Managing,8.15,,11.65,0.00,-0.06,-700.00,0.00,,-108.70
95.,Ontic Finserve,1.22,20.33,10.98,0.00,-0.17,-440.00,0.00,,19.26
96.,Nexus Surgical,19.40,14.35,10.62,0.00,0.24,166.67,2.05,38.51,69.23
97.,Modern Shares,34.00,49.85,9.97,0.00,-0.06,-20.00,0.73,-6.41,2.62
98.,Longspur Intl,7.29,18.77,9.95,0.00,-0.29,-238.10,1.47,-4.55,2.26
99.,Libord Securitie,19.75,,9.88,0.00,-0.32,45.76,0.00,,-1.37
100.,Inani Securities,20.90,119.12,9.53,0.00,0.00,-102.86,0.30,-6.25,1.44
101.,GACM Tech-DVR,0.49,1.08,9.29,0.00,1.66,-5.14,6.00,23.97,11.27
102.,Aarcon Facilitie,15.08,149.83,8.99,0.00,-0.04,87.50,0.07,-72.00,1.26
103.,Mehta Securities,27.47,,8.49,0.00,0.04,-77.78,0.09,,0.15
104.,Trinity League,10.71,,8.48,0.00,0.08,-61.90,0.18,-30.77,-5.78
105.,V B Desai Fin.,17.50,9.11,7.93,0.00,0.21,5.00,0.62,-12.68,9.29
106.,PS IT Infra,1.41,,7.58,0.00,-0.25,-208.70,9.40,,-3.68
107.,Delta Industrial,13.59,,7.33,0.00,-0.07,-16.67,0.00,,-0.42
108.,GCM Capital,3.87,26.24,6.56,0.00,-0.31,100.81,1.10,-19.12,0.92
109.,Aryan Share,21.00,3.46,6.30,0.00,-0.48,-242.86,-0.08,-33.33,10.36
110.,Shivansh Finserv,9.23,13.40,5.76,0.00,-0.04,-100.00,0.04,,7.00
111.,Inditrade Cap.,2.46,,5.74,0.00,-96.08,-3238.02,-10.25,-124.96,-31.28
112.,Symbiox Investme,1.75,36.53,5.48,0.00,0.01,103.33,0.83,-33.60,0.66
113.,Munoth Commun.,5.59,,5.39,0.00,-0.24,58.62,0.00,,-2.31
114.,Kanungo Financi.,7.90,5.81,3.66,0.00,0.39,457.14,0.00,,8.44
115.,GCM Commodity,4.51,,3.35,0.00,-1.22,74.15,0.04,,-69.37
116.,Charms Industrie,6.86,,2.82,0.00,-0.09,-125.00,0.00,,-62.50
117.,E & E Enterprises,20.17,2.82,0.48,4.96,-0.10,68.75,0.00,-100.00,0.04
