S.No.,Name,CMPRs.,P/E,Mar CapRs.Cr.,Div Yld%,NP QtrRs.Cr.,Qtr Profit Var%,Sales QtrRs.Cr.,Qtr Sales Var%,ROCE%
25.,Vision Infra,303.35,11.32,747.53,0.16,44.40,129.34,325.08,30.32,22.62
26.,Tandhan Industries,120.40,,599.26,0.00,-0.14,-140.00,0.00,,-0.32
27.,PTL Enterprises,39.99,11.47,529.38,4.38,13.24,51.31,16.07,0.00,7.72
28.,Asgard Alcobev,32.49,294.43,521.36,0.00,0.60,73.40,36.53,78.28,7.36
29.,Tara Chand Infra,56.77,16.14,447.49,0.35,8.57,9.03,89.55,9.70,18.25
30.,Anlon Tech,671.00,30.24,419.74,0.00,8.45,114.47,64.54,107.06,27.08
31.,Radiant Cash,38.20,11.83,407.62,6.54,2.96,-40.02,100.78,-3.38,9.96
32.,RBM Infracon,332.00,7.80,353.02,0.00,18.36,-6.18,208.22,-4.65,28.20
33.,Majestic Auto,334.40,15.03,347.78,2.99,-2.63,66.06,3.47,-76.66,5.41
34.,Mizzen Ventures,154.45,336.35,339.71,0.00,0.35,-56.25,1.17,225.00,3.64
35.,Dev Accele.,37.24,38.60,335.86,0.00,7.96,317.31,59.26,-9.39,12.04
36.,ITCONS E-Soluti.,347.50,59.51,313.04,0.04,2.47,26.02,47.55,23.67,13.09
37.,Mercantile Vent.,25.16,40.81,281.59,0.00,1.95,-61.39,23.67,22.90,0.82
38.,Dynamic Services,156.35,6.35,274.16,0.00,32.91,198.44,345.09,71.34,16.73
39.,Trishakti Indus,157.70,33.92,259.84,0.00,2.69,50.28,9.11,314.09,14.17
40.,Clear Secured,107.50,8.56,258.51,0.00,13.32,,462.63,,19.86
41.,Dhara Rail Pro.,152.35,14.88,229.80,0.00,8.38,180.27,28.37,5.27,35.50
42.,Alankit,8.40,11.93,227.77,0.00,2.39,-66.59,100.92,-1.07,7.44
43.,Integrated Perso,254.65,20.00,219.16,0.04,6.09,48.90,220.37,26.36,15.93
44.,EMA Partners,88.10,16.64,204.80,0.00,5.20,-10.34,46.84,34.71,10.35
45.,Aarvi Encon,129.52,10.73,192.24,1.54,4.58,46.78,172.25,19.25,14.44
46.,Eleganz Interior,82.00,8.23,185.32,0.00,20.40,82.63,289.22,44.17,19.29
47.,Pro Fin Capital,3.12,,184.89,0.00,-6.02,-145.71,16.98,89.72,-0.08
48.,Infollion Resea.,179.10,13.89,173.85,0.00,5.34,-17.21,49.23,16.91,28.13
