S.No.,Name,CMPRs.,P/E,Mar CapRs.Cr.,Div Yld%,NP QtrRs.Cr.,Qtr Profit Var%,Sales QtrRs.Cr.,Qtr Sales Var%,ROCE%
24.,Shanthi Gears,441.15,42.21,3384.32,1.13,16.27,-17.10,135.10,-11.82,25.50
25.,Concord Control,2980.05,72.98,3094.31,0.00,24.88,73.02,128.93,72.57,30.64
26.,Standard Engineering Technology,154.72,38.56,3086.53,0.00,21.08,31.13,226.68,36.28,14.68
27.,Jash Engineering,448.90,37.24,2836.77,0.45,56.65,56.91,290.54,-3.28,17.69
28.,Spectrum Electr.,1769.10,62.58,2779.94,0.00,26.46,95.51,282.95,67.88,16.76
29.,HLE Glascoat,384.50,49.91,2670.53,0.29,20.15,-9.28,391.69,17.37,11.79
30.,Kilburn Engg.,486.75,27.56,2651.10,0.41,24.86,21.80,189.18,49.03,23.18
31.,Aimtron,1270.90,56.98,2619.22,0.00,25.69,77.79,178.58,75.94,27.65
32.,Windsor Machines,285.75,2073.98,2509.52,0.00,7.24,212.70,184.64,52.82,2.11
33.,JNK,421.30,36.29,2357.34,0.07,33.04,146.60,338.44,77.25,17.35
34.,Honda India,2291.30,32.39,2323.38,4.52,26.92,-29.45,264.53,-1.54,11.49
35.,HPL Electric,357.10,24.16,2296.17,0.28,30.90,-16.91,519.70,5.51,13.46
36.,Pennar Industrie,158.07,15.37,2133.10,0.00,41.04,15.38,924.80,2.10,15.33
37.,EPack PrefabTech,208.90,22.69,2102.14,0.00,30.29,51.30,470.80,42.41,21.71
38.,HMT,55.82,,1984.97,0.00,-27.24,-9.31,20.83,-28.64,
39.,Thejo Engg.,1545.50,32.72,1676.43,0.32,16.59,4.07,181.17,18.26,19.40
40.,Disa India,11281.00,29.18,1640.49,1.77,13.18,-15.84,90.81,-16.17,26.63
41.,Walchan. Inds.,241.75,,1640.08,0.00,2.94,104.03,93.02,75.24,4.28
42.,Vinyas Innovativ,1277.70,52.09,1607.95,0.00,21.53,73.49,302.39,22.36,18.70
43.,Indian Hume Pipe,300.80,17.09,1584.67,0.66,22.98,-36.06,351.30,-10.41,9.14
44.,Everest Kanto,113.01,8.62,1268.06,0.62,45.70,149.61,358.20,-15.14,11.56
45.,Salasar Techno,6.95,70.55,1214.83,0.00,-13.67,-40.02,444.65,-8.00,8.13
46.,ICE Make Refrig.,753.10,109.12,1188.37,0.30,9.72,-15.62,253.59,41.98,10.77
47.,Gala Precis. Eng,910.40,32.01,1165.09,0.00,12.23,21.39,94.56,25.56,15.50
48.,Emkay Tools,988.00,17.96,1054.32,0.25,34.36,39.96,82.48,31.74,70.68
49.,Macpower CNC,1006.75,29.74,1007.17,0.15,10.15,10.93,100.29,25.35,29.11
50.,Rajoo Engineers,54.22,20.29,968.78,0.28,1.83,-89.35,79.40,-11.68,24.49
