S.No.,Name,CMPRs.,P/E,Mar CapRs.Cr.,Div Yld%,NP QtrRs.Cr.,Qtr Profit Var%,Sales QtrRs.Cr.,Qtr Sales Var%,ROCE%
119.,Deepak Spinners,112.10,22.14,80.59,0.00,2.47,480.00,120.76,-0.61,2.90
120.,Harikanta Overseas,79.35,17.95,78.28,0.00,,,,,
121.,Sanrhea Tech.,137.55,13.78,78.27,1.09,2.36,45.68,21.29,13.06,23.23
122.,Silky Overseas,120.40,11.31,76.67,0.00,-0.61,-123.46,12.50,-47.17,17.88
123.,Shalimar Wires,17.46,9.69,74.65,0.00,2.32,707.69,38.33,5.45,16.74
124.,Shanti Spintex,44.00,7.50,74.31,0.00,2.97,,321.73,,
125.,Pion. Embroider.,23.87,,73.56,0.00,4.17,199.28,86.03,-3.08,2.24
126.,Damodar Indust.,31.33,13.59,73.00,0.00,0.92,-71.34,111.50,30.95,7.49
127.,Kamadgiri Fash.,121.05,23.07,71.05,0.00,2.10,1150.00,44.53,4.73,8.09
128.,Betex India,472.00,12.55,70.80,0.00,0.76,197.33,26.96,20.20,18.56
129.,Shine Fashions,26.30,7.48,70.65,0.06,-2.26,29.76,58.16,22.86,30.03
130.,Sky Industries,88.50,11.39,69.83,1.13,1.76,44.63,20.46,9.24,13.24
131.,Sh. Rajas. Synt.,16.84,,68.60,0.00,-1.75,73.20,3.33,-16.12,-36.47
132.,Siddhi Cotspin,28.00,7.09,68.34,0.00,4.20,-39.48,258.45,19.35,10.64
133.,Riba Textiles,68.21,8.10,65.84,0.00,3.34,40.34,73.06,-11.26,10.08
134.,Shubham Polyspin,52.79,62.13,63.99,0.00,0.48,77.78,10.44,-19.82,8.87
135.,E-Land Apparel,13.29,,63.78,0.00,-10.33,-243.94,88.55,-14.49,
136.,Dhanalaxmi Roto,79.65,9.04,62.13,1.88,0.60,-83.74,73.57,76.94,15.64
137.,Ashnoor Textile,38.72,7.27,61.69,0.00,1.47,-3.29,25.77,-37.38,9.94
138.,Lakhotia Poly.,57.95,25.50,60.70,0.00,0.13,-96.73,0.10,-99.12,11.16
139.,Tuni Text. Mills,1.03,60.69,57.05,0.00,-0.16,-200.00,17.40,2.53,10.61
140.,Surbhi Industrie,165.75,28.63,56.97,0.00,0.88,66.04,7.76,-2.88,10.63
141.,Trident Texofab,37.33,42.41,55.98,0.00,-2.01,-311.11,33.57,-12.14,6.32
